Alpha,P,Q,TimeToComplete,Pure
0,0.01,0.001,65.5,0
0,0.01,0.002,59.35,0
0,0.01,0.003,61,0
0,0.01,0.004,60.6,0
0,0.01,0.005,56.95,0
0,0.01,0.006,61.9,0
0,0.01,0.007,59.55,0
0,0.01,0.008,60.2,0
0,0.01,0.009,65.75,0
0,0.01,0.01,63.9,0
0,0.02,0.002,32.8,0
0,0.02,0.004,29.65,0
0,0.02,0.006,29.85,0
0,0.02,0.008,30.3,0
0,0.02,0.01,30.3,0
0,0.02,0.012,30.1,0
0,0.02,0.014,29.75,0
0,0.02,0.016,30.9,0
0,0.02,0.018,31.45,0
0,0.02,0.02,32.1,0
0,0.03,0.003,22.7,0
0,0.03,0.006,20.3,0
0,0.03,0.009,20.65,0
0,0.03,0.012,20.4,0
0,0.03,0.015,19.85,0
0,0.03,0.018,20.35,0
0,0.03,0.021,21.05,0
0,0.03,0.024,20.45,0
0,0.03,0.027,20.95,0
0,0.03,0.03,21.25,0
0,0.04,0.004,17.45,0
0,0.04,0.008,15.6,0
0,0.04,0.012,15.35,0
0,0.04,0.016,15.2,0
0,0.04,0.02,15,0
0,0.04,0.024,14.8,0
0,0.04,0.028,15.6,0
0,0.04,0.032,15.5,0
0,0.04,0.036,16.25,0
0,0.04,0.04,16.55,0
0,0.05,0.005,14.4,0
0,0.05,0.01,12.7,0
0,0.05,0.015,12.45,0
0,0.05,0.02,12.4,0
0,0.05,0.025,12.4,0
0,0.05,0.03,12.05,0
0,0.05,0.035,12.3,0
0,0.05,0.04,12.5,0
0,0.05,0.045,13.75,0
0,0.05,0.05,12.8,0
0,0.06,0.006,12.4,0
0,0.06,0.012,11,0
0,0.06,0.018,10.65,0
0,0.06,0.024,10.5,0
0,0.06,0.03,10.25,0
0,0.06,0.036,10.35,0
0,0.06,0.042,10.55,0
0,0.06,0.048,10.6,0
0,0.06,0.054,10.85,0
0,0.06,0.06,11.05,0
0,0.07,0.007,10.45,0
