Alpha,P,Q,TimeToComplete,Pure
0,0.08,0.032,5.2,0
0,0.08,0.04,5.25,0
0,0.08,0.048,5.25,0
0,0.08,0.056,5.25,0
0,0.08,0.064,5.25,0
0,0.08,0.072,5.15,0
0,0.08,0.08,5.3,0
0,0.09,0.009,5.75,0
0,0.09,0.018,5.05,0
0,0.09,0.027,5.05,0
0,0.09,0.036,4.75,0
0,0.09,0.045,4.35,0
0,0.09,0.054,4.45,0
0,0.09,0.063,4.75,0
0,0.09,0.072,4.6,0
0,0.09,0.081,4.95,0
0,0.09,0.09,5.05,0
0,0.1,0.01,5.35,0
0,0.1,0.02,4.95,0
0,0.1,0.03,4.5,0
0,0.1,0.04,4.4,0
0,0.1,0.05,4.1,0
0,0.1,0.06,4.25,0
0,0.1,0.07,4.2,0
0,0.1,0.08,4.25,0
0,0.1,0.09,4.15,0
0,0.1,0.1,4.25,0
0.005,0.01,0,44.55,100
0.005,0.01,0.001,35.05,27.1697432638269
0.005,0.01,0.002,33.95,17.7291601227115
0.005,0.01,0.003,33.4,15.001393781746
0.005,0.01,0.004,32.55,11.8274314540127
0.005,0.01,0.005,32.95,12.5177365629308
0.005,0.01,0.006,33.9,9.42098814207533
0.005,0.01,0.007,34.85,11.3379501238721
0.005,0.01,0.008,34.85,9.10948358950464
0.005,0.01,0.009,35.95,8.24102459444604
0.005,0.01,0.01,37.7,9.27483047741207
0.005,0.02,0,27.3,100
0.005,0.02,0.002,19.95,12.4055870735164
0.005,0.02,0.004,18.25,9.09668225279991
0.005,0.02,0.006,18.4,8.23595156811842
0.005,0.02,0.008,17.5,5.85705030421698
0.005,0.02,0.01,18.15,5.16247335128749
0.005,0.02,0.012,18.75,5.58072427265864
0.005,0.02,0.014,18.45,4.41645399355026
0.005,0.02,0.016,18.45,5.30491284176084
0.005,0.02,0.018,19.3,4.69058064050782
0.005,0.02,0.02,19.5,4.10042078372566
0.005,0.03,0,19.75,100
0.005,0.03,0.003,13.7,13.7474500036696
0.005,0.03,0.006,13.25,7.97436850223888
0.005,0.03,0.009,12.5,4.50778090179978
0.005,0.03,0.012,12.3,3.64125360006916
0.005,0.03,0.015,11.95,3.01166633793245
0.005,0.03,0.018,12.25,3.2169610512219
0.005,0.03,0.021,12.55,3.12749004436874
0.005,0.03,0.024,12.85,2.58112122520622
0.005,0.03,0.027,13.05,2.74760601255099
0.005,0.03,0.03,13.05,2.75208507227398
0.005,0.04,0,15.9,100
0.005,0.04,0.004,11.05,8.94052291986066
0.005,0.04,0.008,9.55,4.41914180313909
0.005,0.04,0.012,9.6,2.94892519898423
0.005,0.04,0.016,9.75,3.33040290291164
0.005,0.04,0.02,9.55,2.42223547483479
0.005,0.04,0.024,9.5,2.49306316703568
0.005,0.04,0.028,9.45,2.38591925751381
0.005,0.04,0.032,9.45,2.06573622545648
0.005,0.04,0.036,9.65,1.68447784069286
0.005,0.04,0.04,10.1,1.93677946115398
0.005,0.05,0,13.55,100
0.005,0.05,0.005,8.9,7.42705624087571
0.005,0.05,0.01,7.75,5.03884761762201
0.005,0.05,0.015,7.75,2.65522418118526
0.005,0.05,0.02,7.5,2.28686040872768
0.005,0.05,0.025,7.65,1.80396325096836
0.005,0.05,0.03,7.95,1.9090485114738
0.005,0.05,0.035,8.3,1.70523259438631
0.005,0.05,0.04,7.9,1.64932448689633
0.005,0.05,0.045,8.1,1.26264555219505
0.005,0.05,0.05,7.95,1.18989771745514
0.005,0.06,0,12.9,100
0.005,0.06,0.006,8.15,6.24927322883136
0.005,0.06,0.012,7.05,3.79326286276927
0.005,0.06,0.018,6.6,2.28228931352677
0.005,0.06,0.024,6.4,1.61066162128768
0.005,0.06,0.03,6.55,1.85283035760047
0.005,0.06,0.036,6.55,1.4327592496286
0.005,0.06,0.042,6.45,0.986427119122035
0.005,0.06,0.048,6.5,1.17753015331495
0.005,0.06,0.054,6.55,1.24866494613251
0.005,0.06,0.06,6.7,0.737706414176188
0.005,0.07,0,10.7,100
0.005,0.07,0.007,6.75,3.67577008737973
0.005,0.07,0.014,6.1,1.65993344790459
0.005,0.07,0.021,6,1.98608513462081
0.005,0.07,0.028,5.95,1.4044613400926
0.005,0.07,0.035,5.55,1.25644492820929
0.005,0.07,0.042,6.2,1.05662978078964
0.005,0.07,0.049,5.7,0.831222052998026
0.005,0.07,0.056,5.55,1.10379725532675
0.005,0.07,0.063,6.05,0.935071362570807
0.005,0.07,0.07,5.95,0.814986374149265
0.005,0.08,0,10.65,100
0.005,0.08,0.008,6.3,4.19010748605766
0.005,0.08,0.016,5.9,2.35458219387141
0.005,0.08,0.024,5.3,1.58785227650685
0.005,0.08,0.032,5.1,1.10311200847298
0.005,0.08,0.04,5.05,0.94393986906484
0.005,0.08,0.048,5.2,0.828462322220093
0.005,0.08,0.056,5.05,0.926212640469494
0.005,0.08,0.064,5.1,0.776714340054674
0.005,0.08,0.072,5.3,0.716942670899614
0.005,0.08,0.08,5.25,0.824366957918585
0.005,0.09,0,9.9,100
0.005,0.09,0.009,5.6,2.47882698165296
0.005,0.09,0.018,4.95,1.21765140000602
0.005,0.09,0.027,5,0.985594667423358
0.005,0.09,0.036,4.85,0.823994870678814
0.005,0.09,0.045,4.6,0.69387166119989
0.005,0.09,0.054,4.5,0.703496529051737
0.005,0.09,0.063,4.85,0.722855722268154
0.005,0.09,0.072,4.75,0.618865328200847
0.005,0.09,0.081,4.5,0.518836358592087
0.005,0.09,0.09,4.7,0.52794266179984
0.005,0.1,0,9.4,100
0.005,0.1,0.01,5.3,2.55740576153529
0.005,0.1,0.02,4.6,0.96964843117098
0.005,0.1,0.03,4.25,0.717909192083713
0.005,0.1,0.04,4.3,0.848810308770472
0.005,0.1,0.05,4.35,0.786100566089422
0.005,0.1,0.06,4.15,0.662818977846513
0.005,0.1,0.07,4.3,0.465236187799132
0.005,0.1,0.08,4.2,0.642094895714019
0.005,0.1,0.09,3.95,0.519926644318322
0.005,0.1,0.1,4.15,0.405270424409813
0.01,0.01,0,37.4,100
0.01,0.01,0.001,34,44.9120390719959
0.01,0.01,0.002,33,29.7069097832718
0.01,0.01,0.003,31.85,24.702436742724
0.01,0.01,0.004,32.2,22.7498712906977
0.01,0.01,0.005,31.8,22.0917056745401
0.01,0.01,0.006,32.25,18.8870517356697
0.01,0.01,0.007,31.25,17.285515432615
0.01,0.01,0.008,33.7,15.8752705615229
0.01,0.01,0.009,32.6,16.8283093146539
0.01,0.01,0.01,34.45,16.3251556058084
0.01,0.02,0,22.75,100
0.01,0.02,0.002,19.2,29.9483305543691
0.01,0.02,0.004,17.3,17.2479588780566
0.01,0.02,0.006,16.8,11.4703619889483
0.01,0.02,0.008,17.5,13.2876652274485
0.01,0.02,0.01,17.6,8.88194882014246
0.01,0.02,0.012,17.25,10.3365567050286
0.01,0.02,0.014,17.5,9.05457898462682
0.01,0.02,0.016,17.65,8.86602295814527
0.01,0.02,0.018,18.3,7.95971443377969
0.01,0.02,0.02,18.9,8.56707013221795
0.01,0.03,0,16.55,100
0.01,0.03,0.003,13.45,17.0470496180298
0.01,0.03,0.006,12,12.2735158181209
0.01,0.03,0.009,12,8.4002575136883
0.01,0.03,0.012,11.95,7.39983272819936
0.01,0.03,0.015,12,6.98188266717228
0.01,0.03,0.018,12.5,5.79931388377515
0.01,0.03,0.021,11.75,5.91562578823582
0.01,0.03,0.024,12.3,6.3938867328805
0.01,0.03,0.027,12.7,5.19946427140868
0.01,0.03,0.03,13.2,5.43768282364506
0.01,0.04,0,15.25,100
0.01,0.04,0.004,10.55,15.1350489450398
0.01,0.04,0.008,10.15,8.22324786086089
0.01,0.04,0.012,9.7,5.82413279243091
0.01,0.04,0.016,9.45,5.48930049782767
0.01,0.04,0.02,9.4,4.57185123067129
0.01,0.04,0.024,9.3,4.76125585854472
0.01,0.04,0.028,9.8,4.23341475170535
0.01,0.04,0.032,9.7,3.52654731659903
0.01,0.04,0.036,9.4,3.26563857526966
0.01,0.04,0.04,10,4.00274203874855
0.01,0.05,0,12.25,100
0.01,0.05,0.005,8.6,12.7581189343634
0.01,0.05,0.01,8,6.77062906497776
0.01,0.05,0.015,7.6,4.81406465626365
0.01,0.05,0.02,7.65,3.42864523734122
0.01,0.05,0.025,7.45,3.41497976899322
0.01,0.05,0.03,7.75,3.00630833127866
0.01,0.05,0.035,8.1,2.93595993009282
0.01,0.05,0.04,7.7,3.26825264281175
0.01,0.05,0.045,7.7,2.41139874503919
0.01,0.05,0.05,8,2.65762418689945
0.01,0.06,0,10.55,100
0.01,0.06,0.006,7.6,12.1839909675868
0.01,0.06,0.012,6.7,4.77936645935339
0.01,0.06,0.018,6.45,3.7611700737013
0.01,0.06,0.024,6.4,2.68720658118607
0.01,0.06,0.03,6.5,3.2425790914264
0.01,0.06,0.036,6.75,2.83692158465882
0.01,0.06,0.042,6.4,2.31495236468359
0.01,0.06,0.048,6.65,2.44251422212803
0.01,0.06,0.054,6.85,2.13581914575684
0.01,0.06,0.06,6.65,2.1348848998981
0.01,0.07,0,9.6,100
0.01,0.07,0.007,7,6.99178709340129
0.01,0.07,0.014,6.25,5.03271206779722
0.01,0.07,0.021,5.7,3.48950449293235
0.01,0.07,0.028,5.75,2.39347237764037
0.01,0.07,0.035,5.6,2.08555135503702
0.01,0.07,0.042,5.6,2.30566139270828
0.01,0.07,0.049,5.7,1.81079736800585
0.01,0.07,0.056,5.7,1.30321324717717
0.01,0.07,0.063,5.75,1.738949025453
0.01,0.07,0.07,5.95,1.60158382046188
0.01,0.08,0,9.3,100
0.01,0.08,0.008,6.1,5.76262454546618
0.01,0.08,0.016,5.8,3.54037160794748
0.01,0.08,0.024,5.3,2.94542809609247
0.01,0.08,0.032,5.1,2.2657082424851
0.01,0.08,0.04,5.2,2.13593553171398
0.01,0.08,0.048,5.15,1.89292278919887
0.01,0.08,0.056,4.95,1.80745580912233
0.01,0.08,0.064,5.1,1.32007347855132
0.01,0.08,0.072,5.2,1.3529896676553
0.01,0.08,0.08,5,1.17558852000178
0.01,0.09,0,8.6,100
0.01,0.09,0.009,5.7,6.35576621987015
0.01,0.09,0.018,5.1,3.68240504377095
0.01,0.09,0.027,4.75,2.22653895080493
0.01,0.09,0.036,4.75,1.88524814689605
0.01,0.09,0.045,4.6,1.55463783516086
0.01,0.09,0.054,4.75,1.32100938144183
0.01,0.09,0.063,4.55,1.35040942754498
0.01,0.09,0.072,4.6,1.51385411683601
0.01,0.09,0.081,4.6,1.28638703936857
0.01,0.09,0.09,4.8,1.11799523121987
0.01,0.1,0,8,100
0.01,0.1,0.01,5.15,5.31820922808959
0.01,0.1,0.02,4.75,2.8409574041059
0.01,0.1,0.03,4.4,2.06952409891022
0.01,0.1,0.04,4.2,1.59963890056308
0.01,0.1,0.05,4.15,1.34062820871533
0.01,0.1,0.06,4.25,1.67024011387603
0.01,0.1,0.07,4.25,1.02276774343542
0.01,0.1,0.08,4.35,1.42698142398887
0.01,0.1,0.09,4.1,0.932783245619059
0.01,0.1,0.1,4.2,0.840102582211936
0.015,0.01,0,33.15,100
0.015,0.01,0.001,31.75,61.4237366344279
0.015,0.01,0.002,28.6,39.7449107501955
0.015,0.01,0.003,28.85,36.9181305715481
0.015,0.01,0.004,30.4,29.2715205239395
0.015,0.01,0.005,29.55,31.0688799015217
0.015,0.01,0.006,32.2,27.2104908140022
0.015,0.01,0.007,31.8,26.1567722288977
0.015,0.01,0.008,31.6,22.6716923487773
0.015,0.01,0.009,31.9,23.3427781505226
0.015,0.01,0.01,33.5,23.5397484083867
0.015,0.02,0,21.05,100
0.015,0.02,0.002,18,38.3449356703515
0.015,0.02,0.004,18.15,25.5851995869259
0.015,0.02,0.006,17.05,22.8721318029198
0.015,0.02,0.008,16.6,14.3964489872064
0.015,0.02,0.01,16.9,16.277274366571
0.015,0.02,0.012,16.95,14.5507100704293
0.015,0.02,0.014,16.65,11.7495195214594
0.015,0.02,0.016,17.35,12.4155984800715
0.015,0.02,0.018,17.45,12.4212646293998
0.015,0.02,0.02,17.3,11.6899231946548
0.015,0.03,0,15.5,100
0.015,0.03,0.003,12.7,27.6775293930829
0.015,0.03,0.006,12.3,22.5375361794112
0.015,0.03,0.009,11.8,11.7084576324111
0.015,0.03,0.012,11.9,10.4999542654473
0.015,0.03,0.015,11.7,9.8132624144964
0.015,0.03,0.018,11.5,7.58336545864503
0.015,0.03,0.021,12.2,7.16305347212614
0.015,0.03,0.024,12.15,8.45773548066067
0.015,0.03,0.027,12.85,8.4052547657758
0.015,0.03,0.03,12.5,7.69131707337699
0.015,0.04,0,13.8,100
0.015,0.04,0.004,10.1,20.6041823945286
0.015,0.04,0.008,9.4,10.9029891070807
0.015,0.04,0.012,9.4,10.7135146779906
0.015,0.04,0.016,8.9,7.30289599387804
0.015,0.04,0.02,8.75,6.64670676456162
0.015,0.04,0.024,9.2,5.61736472426151
0.015,0.04,0.028,9,5.61908639477932
0.015,0.04,0.032,9.45,6.11054480532126
0.015,0.04,0.036,9.35,5.6924169583201
0.015,0.04,0.04,9.7,5.87787925497721
0.015,0.05,0,11.15,100
0.015,0.05,0.005,8.75,18.2216006699969
0.015,0.05,0.01,7.9,11.5040364385705
0.015,0.05,0.015,7.8,9.68683133110621
0.015,0.05,0.02,7.5,6.06048293857894
0.015,0.05,0.025,7.3,4.8489314102932
0.015,0.05,0.03,7.35,4.34053826328903
0.015,0.05,0.035,7.6,5.27765948346537
0.015,0.05,0.04,7.55,5.01943871619935
0.015,0.05,0.045,7.55,4.39835569286013
0.015,0.05,0.05,8.1,3.44410881856425
0.015,0.06,0,10.55,100
0.015,0.06,0.006,7.35,13.7030813787352
0.015,0.06,0.012,6.7,6.1922657075593
0.015,0.06,0.018,6.65,7.27740524029394
0.015,0.06,0.024,6.5,5.36083497773502
0.015,0.06,0.03,6.7,4.19764825721634
0.015,0.06,0.036,6.45,3.78907552525648
0.015,0.06,0.042,6.6,3.64801032964841
0.015,0.06,0.048,6.15,3.55755967725097
0.015,0.06,0.054,6.7,2.92956552628149
0.015,0.06,0.06,6.75,3.2299482570105
0.015,0.07,0,9,100
0.015,0.07,0.007,6.5,11.451243729104
0.015,0.07,0.014,6.35,7.87531058198581
0.015,0.07,0.021,6,4.42470703009266
0.015,0.07,0.028,5.8,3.80064312671183
0.015,0.07,0.035,5.7,2.96340483863058
0.015,0.07,0.042,5.7,2.75100693330381
0.015,0.07,0.049,5.75,2.88074019476689
0.015,0.07,0.056,5.65,2.67128374364312
0.015,0.07,0.063,5.7,3.15673500602731
0.015,0.07,0.07,5.7,2.59648962858558
0.015,0.08,0,8.55,100
0.015,0.08,0.008,5.85,10.5242104968935
0.015,0.08,0.016,5.5,6.14645754308086
0.015,0.08,0.024,5.4,4.20384877098148
0.015,0.08,0.032,5.1,3.23433456906075
0.015,0.08,0.04,5.1,2.46203912661885
0.015,0.08,0.048,5.1,2.71987703979898
0.015,0.08,0.056,5.15,2.52284624140303
0.015,0.08,0.064,5.15,2.25694925483375
0.015,0.08,0.072,4.9,2.11237814607853
0.015,0.08,0.08,5.4,1.76189031684652
0.015,0.09,0,8.3,100
0.015,0.09,0.009,5.7,7.52052593249032
0.015,0.09,0.018,4.75,3.43449411642008
0.015,0.09,0.027,4.85,3.3474826225039
0.015,0.09,0.036,4.75,2.64705999858669
0.015,0.09,0.045,4.7,2.84161860305232
0.015,0.09,0.054,4.6,1.76118370059217
0.015,0.09,0.063,4.6,2.16116700374104
0.015,0.09,0.072,4.4,1.92678832831988
0.015,0.09,0.081,4.65,1.73823633638387
0.015,0.09,0.09,4.7,1.91536282583515
0.015,0.1,0,7.7,100
0.015,0.1,0.01,5.05,5.52508494126403
0.015,0.1,0.02,4.65,3.87521186748319
0.015,0.1,0.03,4.25,2.71992553263596
0.015,0.1,0.04,4.3,2.37765991925893
0.015,0.1,0.05,4.2,2.20467614355685
0.015,0.1,0.06,4.2,2.06967377913497
0.015,0.1,0.07,4.15,1.73723839425905
0.015,0.1,0.08,4.05,1.35570854171709
0.015,0.1,0.09,4.1,1.2523629391118
0.015,0.1,0.1,4.1,1.29678045713751
0.02,0.01,0,31.95,100
0.02,0.01,0.001,28.3,57.4182705320694
0.02,0.01,0.002,28.8,50.8934612126254
0.02,0.01,0.003,28.4,39.2831443951079
0.02,0.01,0.004,27.35,35.2515690730211
0.02,0.01,0.005,28.8,33.6765353838531
0.02,0.01,0.006,30.65,34.2220034471812
0.02,0.01,0.007,28.8,27.7691182115356
0.02,0.01,0.008,30.1,29.6576005255436
0.02,0.01,0.009,30.8,28.7606011634713
0.02,0.01,0.01,30,26.6208356300414
0.02,0.02,0,20,100
0.02,0.02,0.002,16.7,44.6807042921405
0.02,0.02,0.004,16.5,28.1149673855876
0.02,0.02,0.006,16.05,24.6438943779287
0.02,0.02,0.008,16.65,22.7881635574583
0.02,0.02,0.01,16.65,19.0277464107537
0.02,0.02,0.012,17.05,19.7498192658373
0.02,0.02,0.014,16.5,16.5622090333414
0.02,0.02,0.016,16.85,17.1380308445623
0.02,0.02,0.018,17.85,16.2875218705269
0.02,0.02,0.02,17.55,16.0212587612765
0.02,0.03,0,15.15,100
0.02,0.03,0.003,12.6,34.5632508547245
0.02,0.03,0.006,12,22.2690793809599
0.02,0.03,0.009,11.5,15.2468776333008
0.02,0.03,0.012,11.35,13.9705430419528
0.02,0.03,0.015,11.35,10.869645802935
0.02,0.03,0.018,11.4,11.8190690929937
0.02,0.03,0.021,12,10.0086590023304
0.02,0.03,0.024,12.1,10.5121968509633
0.02,0.03,0.027,12.35,9.98706874625199
0.02,0.03,0.03,12.15,8.96450645197109
0.02,0.04,0,12.3,100
0.02,0.04,0.004,9.75,22.7669824794427
0.02,0.04,0.008,9.5,16.4046336351715
0.02,0.04,0.012,9,14.336203011656
0.02,0.04,0.016,9.05,9.79198660934859
0.02,0.04,0.02,8.8,9.81442596608546
0.02,0.04,0.024,8.9,8.27916419766417
0.02,0.04,0.028,8.8,7.40951109014856
0.02,0.04,0.032,9.25,7.17586618583089
0.02,0.04,0.036,9.4,7.96280421603988
0.02,0.04,0.04,9.5,7.40802789424301
0.02,0.05,0,10.95,100
0.02,0.05,0.005,8.65,24.133492207827
0.02,0.05,0.01,8.15,13.0708262654688
0.02,0.05,0.015,7.6,9.82572219716852
0.02,0.05,0.02,7.3,7.07408781445713
0.02,0.05,0.025,7.4,6.79617863900379
0.02,0.05,0.03,7.6,6.23985088474852
0.02,0.05,0.035,7.35,5.7863769008131
0.02,0.05,0.04,7.7,5.74714476727414
0.02,0.05,0.045,7.7,5.77013866849367
0.02,0.05,0.05,7.9,5.59219576520836
0.02,0.06,0,9.7,100
0.02,0.06,0.006,7.4,18.676535718355
0.02,0.06,0.012,6.95,11.495230105528
0.02,0.06,0.018,6.5,6.85399232190588
0.02,0.06,0.024,6.45,5.96796004269228
0.02,0.06,0.03,6.4,5.0691713015461
0.02,0.06,0.036,6.55,5.1649465740214
0.02,0.06,0.042,6.6,4.53344861173036
0.02,0.06,0.048,6.4,4.46655900058863
0.02,0.06,0.054,6.65,4.50198884273692
0.02,0.06,0.06,6.55,4.16012413635371
0.02,0.07,0,9.05,100
0.02,0.07,0.007,6.4,13.2615985237195
0.02,0.07,0.014,6.1,9.12231500231301
0.02,0.07,0.021,5.75,7.87005532367837
0.02,0.07,0.028,5.7,5.01847495876961
0.02,0.07,0.035,5.8,5.27677404684806
0.02,0.07,0.042,5.5,3.82157951407006
0.02,0.07,0.049,5.7,3.7728398117819
0.02,0.07,0.056,5.7,3.63335688017484
0.02,0.07,0.063,5.85,3.50501129126735
0.02,0.07,0.07,5.75,3.32573511133076
0.02,0.08,0,8.45,100
0.02,0.08,0.008,6.05,11.9140290339192
0.02,0.08,0.016,5.45,8.43236069896586
0.02,0.08,0.024,5.45,5.71074836254607
0.02,0.08,0.032,5.25,4.63580365272692
0.02,0.08,0.04,5.1,3.83360475712827
0.02,0.08,0.048,5.1,3.48033475687514
0.02,0.08,0.056,5.1,3.05947229447691
0.02,0.08,0.064,5,2.96298788011491
0.02,0.08,0.072,5,3.09209339449066
0.02,0.08,0.08,5.15,3.14211725312479
0.02,0.09,0,7.9,100
0.02,0.09,0.009,5.4,10.0259462683863
0.02,0.09,0.018,5,6.83446787944105
0.02,0.09,0.027,4.95,5.60027391077613
0.02,0.09,0.036,4.55,3.32689527517972
0.02,0.09,0.045,4.5,3.30088855174297
0.02,0.09,0.054,4.5,3.19065500017299
0.02,0.09,0.063,4.55,2.82983739065173
0.02,0.09,0.072,4.45,2.68156867284074
0.02,0.09,0.081,4.7,2.50633317738782
0.02,0.09,0.09,4.85,2.24479862669574
0.02,0.1,0,7.1,100
0.02,0.1,0.01,5.05,8.94668057790224
0.02,0.1,0.02,4.6,5.78177033278206
0.02,0.1,0.03,4.4,4.3008363105145
0.02,0.1,0.04,4.4,3.50203786761573
0.02,0.1,0.05,4.3,3.25456193533869
0.02,0.1,0.06,4.1,2.62913239744784
0.02,0.1,0.07,4.25,2.40638598637114
0.02,0.1,0.08,4.35,2.06876128338612
0.02,0.1,0.09,4.05,2.15749289338488
0.02,0.1,0.1,4.05,2.37289828365869
0.025,0.01,0,29.85,100
0.025,0.01,0.001,27.75,71.1776398064729
0.025,0.01,0.002,26.2,50.5681844137067
0.025,0.01,0.003,26.55,43.9252135929037
0.025,0.01,0.004,27.4,42.6753274918225
0.025,0.01,0.005,28.3,38.3614171502733
0.025,0.01,0.006,27.95,38.5470848160337
0.025,0.01,0.007,28.95,36.5017853746318
0.025,0.01,0.008,29.05,35.8167993756211
0.025,0.01,0.009,28.8,34.5860038750545
0.025,0.01,0.01,29.95,32.9258811584548
0.025,0.02,0,18.4,100
0.025,0.02,0.002,16.6,47.6404976341726
0.025,0.02,0.004,16.15,36.9919651396092
0.025,0.02,0.006,16.45,32.4614509953088
0.025,0.02,0.008,15.8,25.4628955225729
0.025,0.02,0.01,16.8,24.9274902796866
0.025,0.02,0.012,16.15,21.8303510718955
0.025,0.02,0.014,16.9,19.7023034317342
0.025,0.02,0.016,16.85,20.1277929441069
0.025,0.02,0.018,16.55,19.073170819575
0.025,0.02,0.02,16.75,15.9229842260425
0.025,0.03,0,14.65,100
0.025,0.03,0.003,12.6,43.48531102185
0.025,0.03,0.006,11.6,24.9578302049644
0.025,0.03,0.009,11.1,18.2695358469765
0.025,0.03,0.012,11.9,18.8646999001738
0.025,0.03,0.015,11.6,14.8325883308527
0.025,0.03,0.018,12,14.678854361765
0.025,0.03,0.021,11,14.3772425480111
0.025,0.03,0.024,11.85,13.1091058213028
0.025,0.03,0.027,11.8,12.3055877311155
0.025,0.03,0.03,12.1,13.5566280267262
0.025,0.04,0,11.9,100
0.025,0.04,0.004,10,29.9920252300291
0.025,0.04,0.008,9.55,17.6554398200112
0.025,0.04,0.012,9,15.4332058022023
0.025,0.04,0.016,9.2,13.0864692269729
0.025,0.04,0.02,8.9,12.6745840865409
0.025,0.04,0.024,9.1,11.0112259210821
0.025,0.04,0.028,9.1,8.92980821022966
0.025,0.04,0.032,8.9,8.96364368636794
0.025,0.04,0.036,9.15,8.08615607511192
0.025,0.04,0.04,9.55,8.67354636292487
0.025,0.05,0,10.15,100
0.025,0.05,0.005,8.4,24.3819986792697
0.025,0.05,0.01,7.5,15.0891535934511
0.025,0.05,0.015,7.6,11.7054283330191
0.025,0.05,0.02,7.45,9.26503189035377
0.025,0.05,0.025,7.25,8.30841898222199
0.025,0.05,0.03,7.2,7.67064604611488
0.025,0.05,0.035,7.65,8.29700877813934
0.025,0.05,0.04,7.4,7.36433166524237
0.025,0.05,0.045,7.35,6.82443219867056
0.025,0.05,0.05,7.6,5.52329693560614
0.025,0.06,0,9.6,100
0.025,0.06,0.006,7.3,19.3587385143987
0.025,0.06,0.012,6.7,11.3433071228285
0.025,0.06,0.018,6.4,7.84560121436949
0.025,0.06,0.024,6.35,8.51805785344551
0.025,0.06,0.03,6.4,6.62108912608445
0.025,0.06,0.036,6.35,6.36813449297847
0.025,0.06,0.042,6.3,5.86358369151276
0.025,0.06,0.048,6.35,5.31210147287026
0.025,0.06,0.054,6.45,5.38725146732122
0.025,0.06,0.06,6.2,4.43760972331556
0.025,0.07,0,8.3,100
0.025,0.07,0.007,6.4,20.7628674748238
0.025,0.07,0.014,5.95,10.1301868319809
0.025,0.07,0.021,6,8.51922490918702
0.025,0.07,0.028,5.65,6.43712851245367
0.025,0.07,0.035,5.55,5.40418044091227
0.025,0.07,0.042,5.5,5.0006403931112
0.025,0.07,0.049,5.55,4.50753326864163
0.025,0.07,0.056,5.65,4.55056182283858
0.025,0.07,0.063,5.55,4.5859937962406
0.025,0.07,0.07,5.85,4.58763975009565
0.025,0.08,0,7.85,100
0.025,0.08,0.008,5.85,16.6874710529966
0.025,0.08,0.016,5.35,9.39338849065448
0.025,0.08,0.024,5.2,5.89678072894097
0.025,0.08,0.032,4.9,5.39626114664545
0.025,0.08,0.04,5.1,4.68721448636872
0.025,0.08,0.048,5,4.04592289249603
0.025,0.08,0.056,4.9,4.13619282044554
0.025,0.08,0.064,5,3.69832463269218
0.025,0.08,0.072,4.9,2.92779288820828
0.025,0.08,0.08,5,3.11547457019616
0.025,0.09,0,7.4,100
0.025,0.09,0.009,5.3,11.6429643066034
0.025,0.09,0.018,5.05,7.7747255829248
0.025,0.09,0.027,4.7,5.94018561434305
0.025,0.09,0.036,4.75,4.50010339384984
0.025,0.09,0.045,4.65,3.8631414296906
