Alpha,P,Q,TimeToComplete,Pure
0,0.01,0.001,22.05,0
0,0.01,0.002,19.15,0
0,0.01,0.003,19.3,0
0,0.01,0.004,20.95,0
0,0.01,0.005,20.45,0
0,0.01,0.006,19.2,0
0,0.01,0.007,19.8,0
0,0.01,0.008,19.1,0
0,0.01,0.009,20.95,0
0,0.01,0.01,19.5,0
0,0.02,0.002,11.95,0
0,0.02,0.004,10.95,0
0,0.02,0.006,10.3,0
0,0.02,0.008,9.8,0
0,0.02,0.01,10,0
0,0.02,0.012,10.4,0
0,0.02,0.014,10.05,0
0,0.02,0.016,9.8,0
0,0.02,0.018,10.15,0
0,0.02,0.02,10.05,0
0,0.03,0.003,8.75,0
0,0.03,0.006,7.15,0
0,0.03,0.009,7,0
0,0.03,0.012,7.5,0
0,0.03,0.015,7.05,0
0,0.03,0.018,6.75,0
0,0.03,0.021,7.1,0
0,0.03,0.024,6.9,0
0,0.03,0.027,6.7,0
0,0.03,0.03,6.85,0
0,0.04,0.004,7.15,0
0,0.04,0.008,5.75,0
0,0.04,0.012,5.75,0
0,0.04,0.016,5.5,0
0,0.04,0.02,5.45,0
0,0.04,0.024,5.45,0
0,0.04,0.028,5.2,0
0,0.04,0.032,5.65,0
0,0.04,0.036,5.45,0
0,0.04,0.04,5.4,0
0,0.05,0.005,5.75,0
0,0.05,0.01,4.8,0
0,0.05,0.015,4.7,0
0,0.05,0.02,4.6,0
0,0.05,0.025,4.45,0
0,0.05,0.03,4.25,0
0,0.05,0.035,4.55,0
0,0.05,0.04,4.7,0
0,0.05,0.045,4.4,0
0,0.05,0.05,4.45,0
0,0.06,0.006,4.85,0
0,0.06,0.012,4.55,0
0,0.06,0.018,4.05,0
0,0.06,0.024,3.95,0
0,0.06,0.03,3.9,0
0,0.06,0.036,3.6,0
0,0.06,0.042,3.7,0
0,0.06,0.048,3.8,0
0,0.06,0.054,3.8,0
0,0.06,0.06,3.85,0
0,0.07,0.007,4.25,0
0,0.07,0.014,3.9,0
0,0.07,0.021,3.85,0
0,0.07,0.028,3.4,0
0,0.07,0.035,3.45,0
0,0.07,0.042,3.35,0
0,0.07,0.049,3.35,0
0,0.07,0.056,3.3,0
0,0.07,0.063,3.25,0
