Alpha,P,Q,TimeToComplete,Pure
0.005,0.07,0.035,14.45,3.64722014421656
0.005,0.07,0.042,14.15,4.74451940508266
0.005,0.07,0.049,15.15,3.71778979059643
0.005,0.07,0.056,14.85,3.27263878828959
0.005,0.07,0.063,15.35,3.30371332307714
0.005,0.07,0.07,15.65,2.80117778187619
0.005,0.08,0,21.85,100
0.005,0.08,0.008,14.55,9.2413646777943
0.005,0.08,0.016,13.6,6.17090119310098
0.005,0.08,0.024,13.3,5.36653037032253
0.005,0.08,0.032,12.85,4.45724826985989
0.005,0.08,0.04,12.8,3.31869690964401
0.005,0.08,0.048,12.95,2.9522433876398
0.005,0.08,0.056,13.1,2.97512920621007
0.005,0.08,0.064,13.8,3.0276738647515
0.005,0.08,0.072,13.8,2.94718200323488
0.005,0.08,0.08,13.45,2.79478456842549
0.005,0.09,0,19.9,100
0.005,0.09,0.009,13.3,9.06605055877309
0.005,0.09,0.018,11.85,6.19780959752602
0.005,0.09,0.027,11.85,3.72898225120758
0.005,0.09,0.036,11.4,3.03558855855278
0.005,0.09,0.045,11.8,3.30310735510982
0.005,0.09,0.054,11.8,2.37170001020502
0.005,0.09,0.063,11.95,2.64072435497014
0.005,0.09,0.072,12.2,2.49468318626244
0.005,0.09,0.081,12.1,2.20542506502096
0.005,0.09,0.09,12.6,2.52083050573064
0.005,0.1,0,18,100
0.005,0.1,0.01,12.3,9.3376664819415
0.005,0.1,0.02,11.35,5.22770469452147
0.005,0.1,0.03,10.7,3.69338344103273
0.005,0.1,0.04,10.35,3.09435924826417
0.005,0.1,0.05,10.55,2.76277554355252
0.005,0.1,0.06,10.55,2.61435681759274
0.005,0.1,0.07,10.75,2.97841427279463
0.005,0.1,0.08,10.85,2.20905140508001
0.005,0.1,0.09,11.2,2.17140992504407
0.005,0.1,0.1,11.15,1.94145857184622
0.01,0.01,0,78.05,100
0.01,0.01,0.001,77.25,71.6695599060544
0.01,0.01,0.002,75.25,61.4157570870663
0.01,0.01,0.003,74.05,50.1583359063586
0.01,0.01,0.004,73.8,46.9653914197258
0.01,0.01,0.005,72.4,43.6874533726102
0.01,0.01,0.006,75.8,42.104170155318
0.01,0.01,0.007,77.6,39.0904194911993
0.01,0.01,0.008,75.3,37.9351516359259
0.01,0.01,0.009,80.15,34.4275690150274
0.01,0.01,0.01,76.55,34.8045068739181
0.01,0.02,0,48.6,100
0.01,0.02,0.002,43.4,48.4312653711562
0.01,0.02,0.004,43.05,36.9063315491167
0.01,0.02,0.006,43.15,31.9331663271594
0.01,0.02,0.008,42.9,28.3021143313333
0.01,0.02,0.01,42.3,26.2602968212729
0.01,0.02,0.012,43.75,24.3174137302207
0.01,0.02,0.014,44.25,23.3853220732186
0.01,0.02,0.016,45.2,21.2945133348699
0.01,0.02,0.018,46.55,23.1545406528066
0.01,0.02,0.02,48,20.8072444336887
0.01,0.03,0,37.55,100
0.01,0.03,0.003,31.9,39.6811651964024
0.01,0.03,0.006,30.3,28.621561316447
0.01,0.03,0.009,31.1,25.9121836798411
0.01,0.03,0.012,30.2,21.0365497491137
0.01,0.03,0.015,29.95,18.5840682038138
0.01,0.03,0.018,31.4,16.7438122130147
0.01,0.03,0.021,31.4,15.4712328186819
0.01,0.03,0.024,31.2,15.0601236698311
0.01,0.03,0.027,32.15,15.3331655270877
0.01,0.03,0.03,33.2,15.6664252739434
0.01,0.04,0,29.85,100
0.01,0.04,0.004,25.95,32.4399869465629
0.01,0.04,0.008,24.55,23.6843213686411
0.01,0.04,0.012,23.7,18.6486593076431
0.01,0.04,0.016,23.45,16.3334225063971
0.01,0.04,0.02,23.5,13.8484234123437
0.01,0.04,0.024,23.35,12.8526517691793
0.01,0.04,0.028,24.5,12.9543543004519
0.01,0.04,0.032,24.5,12.4650601098228
0.01,0.04,0.036,25.5,12.1647881553956
0.01,0.04,0.04,24.8,10.5242042406923
0.01,0.05,0,26,100
0.01,0.05,0.005,21.2,28.045074004214
0.01,0.05,0.01,20.1,21.6600591527828
0.01,0.05,0.015,19.1,14.356305575164
0.01,0.05,0.02,19.3,13.0724107901005
0.01,0.05,0.025,18.75,11.3077420931115
0.01,0.05,0.03,19.5,10.1197754533812
0.01,0.05,0.035,18.7,9.34996937993343
0.01,0.05,0.04,20.1,9.15257268294556
0.01,0.05,0.045,20.5,9.88690098118649
0.01,0.05,0.05,21,8.84160711149114
0.01,0.06,0,22.75,100
0.01,0.06,0.006,17.65,22.996496581324
0.01,0.06,0.012,16.95,14.9103504080326
0.01,0.06,0.018,16.2,13.1461875273922
0.01,0.06,0.024,16.45,9.89216716689054
0.01,0.06,0.03,16.5,9.75301935897729
0.01,0.06,0.036,16.7,8.71788022350813
0.01,0.06,0.042,17.5,8.47248339949263
0.01,0.06,0.048,16.95,7.80601087644411
0.01,0.06,0.054,17.4,7.63085784518949
0.01,0.06,0.06,17.55,7.79021523754295
0.01,0.07,0,20.4,100
0.01,0.07,0.007,15.05,24.3838094061216
0.01,0.07,0.014,15,13.2168031592456
0.01,0.07,0.021,14.65,11.3909492164798
0.01,0.07,0.028,14.6,8.23189162797683
0.01,0.07,0.035,14.35,8.20014100522588
0.01,0.07,0.042,14.25,7.39407630385176
0.01,0.07,0.049,15.1,7.1677388102617
0.01,0.07,0.056,15.2,6.50613676128862
0.01,0.07,0.063,14.75,6.07324541018879
0.01,0.07,0.07,15.15,6.18759674533242
0.01,0.08,0,18.3,100
0.01,0.08,0.008,14.05,18.5960420574873
0.01,0.08,0.016,12.85,12.6741224951164
0.01,0.08,0.024,12.85,10.4266158289574
0.01,0.08,0.032,12.55,8.62540622567378
0.01,0.08,0.04,13,7.94209828166244
0.01,0.08,0.048,13.05,5.99120989883177
0.01,0.08,0.056,12.95,5.66835746294382
0.01,0.08,0.064,13.15,5.8938206422058
0.01,0.08,0.072,13.2,5.6771114071673
0.01,0.08,0.08,13.85,4.68763746718662
0.01,0.09,0,17.45,100
0.01,0.09,0.009,12.85,18.3844213669109
0.01,0.09,0.018,11.95,9.77079528760476
0.01,0.09,0.027,11.45,7.00496047984024
0.01,0.09,0.036,11.6,6.73698943541307
0.01,0.09,0.045,11.3,6.30906412569936
0.01,0.09,0.054,11.65,5.52232056557043
0.01,0.09,0.063,11.5,5.20057344901548
0.01,0.09,0.072,11.9,4.40749678546821
0.01,0.09,0.081,11.6,4.18587020095225
0.01,0.09,0.09,12.15,4.39829981604445
0.01,0.1,0,16.25,100
0.01,0.1,0.01,11.95,16.107753343586
0.01,0.1,0.02,11,10.9136051148486
0.01,0.1,0.03,10.3,6.27682044011346
0.01,0.1,0.04,10.1,6.01312761669634
0.01,0.1,0.05,10.5,5.36784774310239
0.01,0.1,0.06,10.2,4.56305011631661
0.01,0.1,0.07,10.25,3.99309740816006
0.01,0.1,0.08,10.25,3.97221701118802
0.01,0.1,0.09,10.8,4.29498020179909
0.01,0.1,0.1,10.8,3.77820029157635
0.015,0.01,0,65.9,100
0.015,0.01,0.001,65.6,79.6657869238394
0.015,0.01,0.002,65.8,68.7051127849421
0.015,0.01,0.003,67.25,60.601447709173
0.015,0.01,0.004,64.05,55.4826013424238
0.015,0.01,0.005,66.4,53.7319169049079
0.015,0.01,0.006,65.05,49.8181162302723
0.015,0.01,0.007,66.45,47.788005529918
0.015,0.01,0.008,67.9,47.2702342693094
0.015,0.01,0.009,69.6,47.1577167085964
0.015,0.01,0.01,69.55,46.4144382877282
0.015,0.02,0,43.65,100
0.015,0.02,0.002,40.8,61.726787163651
0.015,0.02,0.004,38.95,49.9119449800984
0.015,0.02,0.006,39.95,42.3836246183346
0.015,0.02,0.008,39.95,40.06190866727
0.015,0.02,0.01,40.05,36.1343722791997
0.015,0.02,0.012,39.75,32.29272674415
0.015,0.02,0.014,40.75,32.8758792444485
0.015,0.02,0.016,40.75,29.5800709049164
0.015,0.02,0.018,42.4,28.9931045526813
0.015,0.02,0.02,43.55,28.9226020554104
0.015,0.03,0,33.1,100
0.015,0.03,0.003,30.15,53.0382534532182
0.015,0.03,0.006,29.6,38.0992673856446
0.015,0.03,0.009,28.75,31.200354606282
0.015,0.03,0.012,28.85,29.0543117065475
0.015,0.03,0.015,29.1,26.986872332707
0.015,0.03,0.018,28.9,23.2231313077599
0.015,0.03,0.021,30.15,24.6140263731252
0.015,0.03,0.024,29.1,21.6326997885477
0.015,0.03,0.027,30.65,19.5697696340409
0.015,0.03,0.03,30.95,20.7201815529755
0.015,0.04,0,27.5,100
0.015,0.04,0.004,23.95,43.2177502147424
0.015,0.04,0.008,23.1,32.4760224562555
0.015,0.04,0.012,22.7,24.4955099655467
0.015,0.04,0.016,22.25,21.2361757045311
0.015,0.04,0.02,23,20.8292104222377
0.015,0.04,0.024,23.1,19.0116639134957
0.015,0.04,0.028,22.75,16.3410252387756
0.015,0.04,0.032,24.2,17.1315923288042
0.015,0.04,0.036,23.85,15.6481638005096
0.015,0.04,0.04,24.5,15.8098424233966
0.015,0.05,0,22.95,100
0.015,0.05,0.005,20.5,40.5148548191864
0.015,0.05,0.01,19.15,24.0884664772387
0.015,0.05,0.015,18.8,20.8711372562662
0.015,0.05,0.02,18.85,17.8121357564297
0.015,0.05,0.025,18.7,15.2747057731971
0.015,0.05,0.03,18.95,16.1205163056893
0.015,0.05,0.035,19.1,13.7861818711365
0.015,0.05,0.04,19.95,13.5455750822669
0.015,0.05,0.045,20,13.1565881640302
0.015,0.05,0.05,19.6,12.5831907490856
0.015,0.06,0,20.7,100
0.015,0.06,0.006,17.6,33.2836737395318
0.015,0.06,0.012,16.35,20.5829394666206
0.015,0.06,0.018,15.9,19.0306560890948
0.015,0.06,0.024,16,14.3877464664915
0.015,0.06,0.03,15.6,13.711878744788
0.015,0.06,0.036,16.2,12.9860320103306
0.015,0.06,0.042,16.6,11.4359458076615
0.015,0.06,0.048,16.75,11.6999329844175
0.015,0.06,0.054,16.75,11.0631671657173
0.015,0.06,0.06,17,9.61663838847664
0.015,0.07,0,18.65,100
0.015,0.07,0.007,15.6,32.1754383215624
0.015,0.07,0.014,14.65,19.9705123056354
0.015,0.07,0.021,14.15,15.323491786596
0.015,0.07,0.028,14.1,13.0046335880963
0.015,0.07,0.035,14.3,12.1174027756985
0.015,0.07,0.042,13.95,10.6834037009316
0.015,0.07,0.049,14.7,10.8228563888664
0.015,0.07,0.056,14.05,9.10342230687493
0.015,0.07,0.063,14.9,9.06813354531534
0.015,0.07,0.07,14.8,9.05948300427761
0.015,0.08,0,16.9,100
0.015,0.08,0.008,13.95,26.5520779587736
0.015,0.08,0.016,12.7,16.2834844032682
0.015,0.08,0.024,12.95,13.7202695607812
0.015,0.08,0.032,12.5,11.4542283976478
0.015,0.08,0.04,12.4,9.30715428190576
0.015,0.08,0.048,12.45,9.15228136153061
0.015,0.08,0.056,12.4,8.21220789864013
0.015,0.08,0.064,13.15,8.50277409640547
0.015,0.08,0.072,12.8,7.59696766129829
0.015,0.08,0.08,13.15,8.12575587091507
0.015,0.09,0,15.85,100
0.015,0.09,0.009,12.4,24.0910017538574
0.015,0.09,0.018,11.85,14.7845957508406
0.015,0.09,0.027,11.3,11.8280492910668
0.015,0.09,0.036,11.2,9.77764475241036
0.015,0.09,0.045,11.35,8.33841518030835
0.015,0.09,0.054,11.55,7.88293904835029
0.015,0.09,0.063,11.2,8.63632405114918
0.015,0.09,0.072,11.5,7.44039232535491
0.015,0.09,0.081,11.15,6.63247764524175
0.015,0.09,0.09,11.5,6.69871967624254
0.015,0.1,0,14.7,100
0.015,0.1,0.01,11.5,20.4606055363879
0.015,0.1,0.02,10.7,13.7748883951102
0.015,0.1,0.03,10.35,10.9225053281104
0.015,0.1,0.04,10.2,8.07988749063637
0.015,0.1,0.05,10.35,8.75950899924611
0.015,0.1,0.06,10.3,6.61572157288847
0.015,0.1,0.07,10.2,6.38183584751057
0.015,0.1,0.08,10.2,5.91981006134452
0.015,0.1,0.09,10.55,6.14481889991973
0.015,0.1,0.1,10.55,5.78192411883722
0.02,0.01,0,59.05,100
0.02,0.01,0.001,57.7,84.319375151528
0.02,0.01,0.002,56.65,74.4524463089424
0.02,0.01,0.003,57.2,67.3317149923783
0.02,0.01,0.004,59.05,63.7303533805994
0.02,0.01,0.005,60.1,61.5976271548577
0.02,0.01,0.006,58.15,58.9503094762868
0.02,0.01,0.007,58.65,56.4501628199585
0.02,0.01,0.008,59.45,54.9071017389794
0.02,0.01,0.009,61.55,53.6571714617658
0.02,0.01,0.01,59.75,51.3070996422805
0.02,0.02,0,39.75,100
0.02,0.02,0.002,37.1,73.3665398522047
0.02,0.02,0.004,37.4,57.5119103383139
0.02,0.02,0.006,36.3,49.2586349968212
0.02,0.02,0.008,36.8,43.5654131815942
0.02,0.02,0.01,37.6,43.7709706598385
0.02,0.02,0.012,38.25,41.1554973865051
0.02,0.02,0.014,37.3,38.9268461676121
0.02,0.02,0.016,40.25,36.1710751157984
0.02,0.02,0.018,39.35,34.6820636760713
0.02,0.02,0.02,40.65,35.3365272967067
0.02,0.03,0,30.55,100
0.02,0.03,0.003,29.45,58.5989451879568
0.02,0.03,0.006,27.45,46.8243373365023
0.02,0.03,0.009,27.35,38.8161934541072
0.02,0.03,0.012,27.4,33.8794699881881
0.02,0.03,0.015,28.55,32.1410653102947
0.02,0.03,0.018,28.5,30.0069009032752
0.02,0.03,0.021,28.55,27.5977627843972
0.02,0.03,0.024,28.1,28.0299911639771
0.02,0.03,0.027,29.15,26.2234324646081
0.02,0.03,0.03,29.1,26.3802322435291
0.02,0.04,0,24.85,100
0.02,0.04,0.004,23.05,49.1035407208206
0.02,0.04,0.008,22.45,38.3855909050232
0.02,0.04,0.012,21.3,30.3251909925622
0.02,0.04,0.016,21.55,26.5264966280526
0.02,0.04,0.02,22.35,24.6028004775643
0.02,0.04,0.024,21.4,23.293035332711
0.02,0.04,0.028,22,21.1753419572351
0.02,0.04,0.032,22.3,20.8709945697122
0.02,0.04,0.036,23.5,20.0967450901705
0.02,0.04,0.04,23.8,20.2567137036086
0.02,0.05,0,22.15,100
0.02,0.05,0.005,19.1,47.8915394923533
0.02,0.05,0.01,18.2,31.7672387128713
0.02,0.05,0.015,17.9,27.8044922455479
0.02,0.05,0.02,17.95,23.982172737957
0.02,0.05,0.025,17.4,20.4509197226728
0.02,0.05,0.03,18.1,18.3729235796238
0.02,0.05,0.035,18.85,17.6777119641062
0.02,0.05,0.04,19.4,17.1489312587419
0.02,0.05,0.045,19.45,17.529972171911
0.02,0.05,0.05,19.7,16.9220463563364
0.02,0.06,0,19.9,100
0.02,0.06,0.006,16.5,39.2353981950702
0.02,0.06,0.012,15.6,28.8907257163184
0.02,0.06,0.018,15.7,22.6576803543772
0.02,0.06,0.024,15.55,19.398310066564
0.02,0.06,0.03,16.05,16.7360518926652
0.02,0.06,0.036,15.8,15.2500386788463
0.02,0.06,0.042,16.15,15.3238534745276
0.02,0.06,0.048,16.15,13.9058283506793
0.02,0.06,0.054,16.8,13.2383312145489
0.02,0.06,0.06,16.5,12.7331118831087
0.02,0.07,0,17.65,100
0.02,0.07,0.007,14.45,37.440076015203
0.02,0.07,0.014,13.95,23.7441766357035
0.02,0.07,0.021,13.45,17.4900334840716
0.02,0.07,0.028,13.3,15.3006727024567
0.02,0.07,0.035,13.35,14.6840302886292
0.02,0.07,0.042,13.75,13.1550358290752
0.02,0.07,0.049,14,12.8103957346278
0.02,0.07,0.056,14.05,11.8892588864061
0.02,0.07,0.063,14.05,11.7737425063229
0.02,0.07,0.07,14.3,10.8473131063522
0.02,0.08,0,16.2,100
0.02,0.08,0.008,13.6,33.3480916229624
0.02,0.08,0.016,12.65,22.6229293367935
0.02,0.08,0.024,12.3,17.9303778648664
0.02,0.08,0.032,12.3,14.8463833494817
0.02,0.08,0.04,12.1,15.0454384575002
0.02,0.08,0.048,12.9,12.8166595205846
0.02,0.08,0.056,12.1,12.0971632491236
0.02,0.08,0.064,12.7,10.6037877125171
0.02,0.08,0.072,12.75,10.1014950254953
0.02,0.08,0.08,13.15,9.68710452026312
0.02,0.09,0,15.45,100
0.02,0.09,0.009,12.4,28.9244734504196
0.02,0.09,0.018,11.3,20.5505318807897
0.02,0.09,0.027,11.15,14.0746624857153
0.02,0.09,0.036,10.85,11.3297453667059
0.02,0.09,0.045,10.95,11.1078085570793
0.02,0.09,0.054,10.75,10.6421799936459
0.02,0.09,0.063,11.55,10.1939500707331
0.02,0.09,0.072,11.15,9.08557448204202
0.02,0.09,0.081,11.7,8.68542525412447
0.02,0.09,0.09,12,8.72212085733394
0.02,0.1,0,14,100
0.02,0.1,0.01,11.3,28.5618770581792
0.02,0.1,0.02,10.65,18.5111034125445
0.02,0.1,0.03,10.05,12.2669519976373
0.02,0.1,0.04,10,11.377513068203
0.02,0.1,0.05,10.05,9.86388916382453
0.02,0.1,0.06,10,8.50557337711035
0.02,0.1,0.07,10.1,8.94519251815412
0.02,0.1,0.08,10.45,7.73741453038605
0.02,0.1,0.09,10,8.49384014374193
0.02,0.1,0.1,10.8,8.27529634030253
0.025,0.01,0,53.45,100
0.025,0.01,0.001,52.7,87.5397389468281
0.025,0.01,0.002,52.65,79.3610172488885
0.025,0.01,0.003,54.1,72.8191194381575
0.025,0.01,0.004,53.05,68.1924718566067
0.025,0.01,0.005,54.2,66.5698297818641
0.025,0.01,0.006,53.95,63.5761517649099
0.025,0.01,0.007,55.4,64.0089647444546
0.025,0.01,0.008,55.85,61.2099863629662
0.025,0.01,0.009,55.85,58.605856493594
0.025,0.01,0.01,57.45,58.1699283387428
0.025,0.02,0,36.05,100
0.025,0.02,0.002,34.65,75.3644353973953
0.025,0.02,0.004,34.75,61.1087359072463
0.025,0.02,0.006,34.4,55.9889680507272
0.025,0.02,0.008,34.3,51.7256092322393
0.025,0.02,0.01,35.5,45.6851341789945
0.025,0.02,0.012,36.4,45.0633000086751
0.025,0.02,0.014,35.65,44.3236425307638
0.025,0.02,0.016,36.45,41.3341672741116
0.025,0.02,0.018,35.85,42.2656354230969
0.025,0.02,0.02,38,39.9158229262129
0.025,0.03,0,28.3,100
0.025,0.03,0.003,26.95,66.6954972807783
0.025,0.03,0.006,26.05,49.3719800396092
0.025,0.03,0.009,25.85,43.6538208692645
0.025,0.03,0.012,26.3,39.4288372757114
0.025,0.03,0.015,26.05,36.0715827159419
0.025,0.03,0.018,26.75,36.599182258153
0.025,0.03,0.021,27,32.2059618903439
0.025,0.03,0.024,27.15,30.5796328137623
0.025,0.03,0.027,28.3,29.4735196834824
0.025,0.03,0.03,28.4,29.993160812767
0.025,0.04,0,24.35,100
0.025,0.04,0.004,21.85,57.2364969185993
0.025,0.04,0.008,20.95,43.8553304710892
0.025,0.04,0.012,20.8,36.1150372682375
0.025,0.04,0.016,20.85,34.9233240079184
0.025,0.04,0.02,20.8,29.2930154508075
0.025,0.04,0.024,21.3,28.214550989846
0.025,0.04,0.028,21.6,26.3713954772253
0.025,0.04,0.032,21.25,24.9864859149527
0.025,0.04,0.036,22.7,23.4800731060204
0.025,0.04,0.04,22.9,22.5438601601529
0.025,0.05,0,19.9,100
0.025,0.05,0.005,19.2,55.016774867789
0.025,0.05,0.01,17.7,36.9466779724788
0.025,0.05,0.015,18,30.5923283872229
0.025,0.05,0.02,17.4,27.2132038864535
0.025,0.05,0.025,17.9,23.3437972595538
0.025,0.05,0.03,17.85,23.1678046454687
0.025,0.05,0.035,17.65,20.1090310069613
0.025,0.05,0.04,18,20.2139396679227
0.025,0.05,0.045,18.6,20.4131847574914
0.025,0.05,0.05,18.4,20.0123520626021
0.025,0.06,0,17.95,100
0.025,0.06,0.006,16.5,49.7736942112871
0.025,0.06,0.012,15.4,34.8708898005566
0.025,0.06,0.018,15.05,26.6542258091408
0.025,0.06,0.024,14.85,21.3658708841202
0.025,0.06,0.03,15.5,20.3506687795816
0.025,0.06,0.036,15.6,19.1526461506721
0.025,0.06,0.042,15.6,17.8535581303704
0.025,0.06,0.048,15.45,16.8798968858099
0.025,0.06,0.054,16.05,17.7492481523898
0.025,0.06,0.06,16.25,16.8541645470422
0.025,0.07,0,16.55,100
0.025,0.07,0.007,14.6,39.923113705138
0.025,0.07,0.014,13.35,31.3039835828454
0.025,0.07,0.021,13.1,23.2131453986904
0.025,0.07,0.028,13.45,20.402019585499
0.025,0.07,0.035,13.25,16.8861764243574
0.025,0.07,0.042,13.95,17.739656652325
0.025,0.07,0.049,13.85,15.9482199849001
0.025,0.07,0.056,13.4,15.340298867256
0.025,0.07,0.063,14.1,14.1283141190149
0.025,0.07,0.07,14.3,13.3732440331843
0.025,0.08,0,15.3,100
0.025,0.08,0.008,12.95,38.2482893921949
0.025,0.08,0.016,11.95,26.021210396455
0.025,0.08,0.024,11.9,20.9086662851344
0.025,0.08,0.032,11.8,17.4935276612934
0.025,0.08,0.04,12.2,15.8400473661496
0.025,0.08,0.048,12.1,14.9537412855715
0.025,0.08,0.056,11.95,13.1114405629082
0.025,0.08,0.064,12.85,13.2490531701837
0.025,0.08,0.072,12.6,12.3482919041693
0.025,0.08,0.08,12.5,12.6579100533345
0.025,0.09,0,14.35,100
0.025,0.09,0.009,12,38.8529914488186
0.025,0.09,0.018,11.2,20.382195248121
0.025,0.09,0.027,10.95,17.2569771207948
0.025,0.09,0.036,10.75,15.3356233107855
0.025,0.09,0.045,10.65,13.4588028157248
0.025,0.09,0.054,10.65,12.6722650069467
