K,Betha,Alpha,P,Q,PurePercent
3,0.8,0.015,0.03,0.03,21.0027118481376
3,0.8,0.015,0.04,0,100
3,0.8,0.015,0.04,0.004,45.7508722965792
3,0.8,0.015,0.04,0.008,28.9215764649185
3,0.8,0.015,0.04,0.012,24.1589769532779
3,0.8,0.015,0.04,0.016,23.4141215101874
3,0.8,0.015,0.04,0.02,21.4838675702384
3,0.8,0.015,0.04,0.024,16.7448440840523
3,0.8,0.015,0.04,0.028,17.9034514700393
3,0.8,0.015,0.04,0.032,16.4585297911289
3,0.8,0.015,0.04,0.036,15.0973466789229
3,0.8,0.015,0.04,0.04,15.5818439053681
3,0.8,0.015,0.05,0,100
3,0.8,0.015,0.05,0.005,38.5798381545254
3,0.8,0.015,0.05,0.01,26.8781574655636
3,0.8,0.015,0.05,0.015,22.8470852212566
3,0.8,0.015,0.05,0.02,16.9056011717841
3,0.8,0.015,0.05,0.025,15.892772936876
3,0.8,0.015,0.05,0.03,14.3379714788416
3,0.8,0.015,0.05,0.035,13.9511348257881
3,0.8,0.015,0.05,0.04,13.6211505836852
3,0.8,0.015,0.05,0.045,12.5096225601459
3,0.8,0.015,0.05,0.05,12.7275472007908
3,0.8,0.015,0.06,0,100
3,0.8,0.015,0.06,0.006,35.4212028121359
3,0.8,0.015,0.06,0.012,21.5169446672373
3,0.8,0.015,0.06,0.018,18.3393798960995
3,0.8,0.015,0.06,0.024,13.4737185988167
3,0.8,0.015,0.06,0.03,12.8253454555492
3,0.8,0.015,0.06,0.036,11.6423576587012
3,0.8,0.015,0.06,0.042,10.9740793777243
3,0.8,0.015,0.06,0.048,11.3428238497946
3,0.8,0.015,0.06,0.054,11.4259896451802
3,0.8,0.015,0.06,0.06,10.0079892621951
3,0.8,0.015,0.07,0,100
3,0.8,0.015,0.07,0.007,29.4477823530214
3,0.8,0.015,0.07,0.014,19.7486644138219
3,0.8,0.015,0.07,0.021,14.8337680999034
3,0.8,0.015,0.07,0.028,13.7963110849433
3,0.8,0.015,0.07,0.035,10.9424988257154
3,0.8,0.015,0.07,0.042,12.0236163993843
3,0.8,0.015,0.07,0.049,10.1500084052116
3,0.8,0.015,0.07,0.056,9.22124993133895
3,0.8,0.015,0.07,0.063,9.16317073587066
3,0.8,0.015,0.07,0.07,9.24715913025455
3,0.8,0.015,0.08,0,100
3,0.8,0.015,0.08,0.008,29.5014391187759
3,0.8,0.015,0.08,0.016,17.2510851523616
3,0.8,0.015,0.08,0.024,13.363068748206
3,0.8,0.015,0.08,0.032,10.500348047096
3,0.8,0.015,0.08,0.04,10.2866529964665
3,0.8,0.015,0.08,0.048,9.08301223492645
3,0.8,0.015,0.08,0.056,8.33543607441401
3,0.8,0.015,0.08,0.064,8.43338563860529
3,0.8,0.015,0.08,0.072,7.868757983633
3,0.8,0.015,0.08,0.08,7.04200724207029
3,0.8,0.015,0.09,0,100
3,0.8,0.015,0.09,0.009,22.848099417666
3,0.8,0.015,0.09,0.018,15.9463532869266
3,0.8,0.015,0.09,0.027,10.8468577120136
3,0.8,0.015,0.09,0.036,9.42090341957577
3,0.8,0.015,0.09,0.045,9.49918133528579
3,0.8,0.015,0.09,0.054,7.97980006292252
3,0.8,0.015,0.09,0.063,7.26023562071105
3,0.8,0.015,0.09,0.072,7.11233567077512
3,0.8,0.015,0.09,0.081,7.31238219180659
3,0.8,0.015,0.09,0.09,6.96550363345599
3,0.8,0.015,0.1,0,100
3,0.8,0.015,0.1,0.01,24.9170065780426
3,0.8,0.015,0.1,0.02,13.8049157739219
3,0.8,0.015,0.1,0.03,10.6619917004472
3,0.8,0.015,0.1,0.04,8.96383013541884
3,0.8,0.015,0.1,0.05,7.75744177407416
3,0.8,0.015,0.1,0.06,6.7180757289956
3,0.8,0.015,0.1,0.07,6.10608806066119
3,0.8,0.015,0.1,0.08,6.51636505655112
3,0.8,0.015,0.1,0.09,5.85144601660622
3,0.8,0.015,0.1,0.1,6.06533946866182
3,0.8,0.02,0.01,0,100
3,0.8,0.02,0.01,0.001,83.0533020044403
3,0.8,0.02,0.01,0.002,73.2969717522933
3,0.8,0.02,0.01,0.003,68.7980989747769
3,0.8,0.02,0.01,0.004,61.6665634674923
3,0.8,0.02,0.01,0.005,60.8015778965491
3,0.8,0.02,0.01,0.006,57.4207209199469
3,0.8,0.02,0.01,0.007,55.8044266697079
3,0.8,0.02,0.01,0.008,55.1231374646313
3,0.8,0.02,0.01,0.009,53.2061267301085
3,0.8,0.02,0.01,0.01,55.2773170052017
3,0.8,0.02,0.02,0,100
3,0.8,0.02,0.02,0.002,68.6464849144286
3,0.8,0.02,0.02,0.004,56.1189120948066
3,0.8,0.02,0.02,0.006,50.172588212961
3,0.8,0.02,0.02,0.008,44.4481501739929
3,0.8,0.02,0.02,0.01,42.58835305471
3,0.8,0.02,0.02,0.012,40.5973069466118
3,0.8,0.02,0.02,0.014,38.2084039908041
3,0.8,0.02,0.02,0.016,37.4747240153286
3,0.8,0.02,0.02,0.018,35.0802097375302
3,0.8,0.02,0.02,0.02,36.1454394734284
3,0.8,0.02,0.03,0,100
3,0.8,0.02,0.03,0.003,61.1088069676082
3,0.8,0.02,0.03,0.006,47.9125854130439
3,0.8,0.02,0.03,0.009,38.3234460774206
3,0.8,0.02,0.03,0.012,34.4052974780551
3,0.8,0.02,0.03,0.015,30.8256049548678
3,0.8,0.02,0.03,0.018,30.218764187337
3,0.8,0.02,0.03,0.021,27.4506946327989
3,0.8,0.02,0.03,0.024,27.2970151049669
3,0.8,0.02,0.03,0.027,27.3761209702591
3,0.8,0.02,0.03,0.03,25.1318302832264
3,0.8,0.02,0.04,0,100
3,0.8,0.02,0.04,0.004,51.1868149003539
3,0.8,0.02,0.04,0.008,38.0341001077619
3,0.8,0.02,0.04,0.012,32.0087446669216
3,0.8,0.02,0.04,0.016,27.7618002656563
3,0.8,0.02,0.04,0.02,26.2406977294773
3,0.8,0.02,0.04,0.024,22.9105743597955
3,0.8,0.02,0.04,0.028,22.2540681350295
3,0.8,0.02,0.04,0.032,21.3779194458872
3,0.8,0.02,0.04,0.036,19.3034281752346
3,0.8,0.02,0.04,0.04,20.0131134407527
3,0.8,0.02,0.05,0,100
3,0.8,0.02,0.05,0.005,45.7283358067698
3,0.8,0.02,0.05,0.01,31.0105865382388
3,0.8,0.02,0.05,0.015,28.2173197165546
3,0.8,0.02,0.05,0.02,23.4897439273936
3,0.8,0.02,0.05,0.025,19.464860276264
3,0.8,0.02,0.05,0.03,19.385375349015
3,0.8,0.02,0.05,0.035,18.1506574781129
3,0.8,0.02,0.05,0.04,16.9691630359449
3,0.8,0.02,0.05,0.045,17.5695288286933
3,0.8,0.02,0.05,0.05,16.0998969525826
3,0.8,0.02,0.06,0,100
3,0.8,0.02,0.06,0.006,43.9965010907325
3,0.8,0.02,0.06,0.012,27.2619522950796
3,0.8,0.02,0.06,0.018,22.3412786514669
3,0.8,0.02,0.06,0.024,19.2584883714263
3,0.8,0.02,0.06,0.03,18.0329912274303
3,0.8,0.02,0.06,0.036,16.5809196045966
3,0.8,0.02,0.06,0.042,14.3007216502639
3,0.8,0.02,0.06,0.048,14.4539818352145
3,0.8,0.02,0.06,0.054,14.4031626488736
3,0.8,0.02,0.06,0.06,14.0114005834936
3,0.8,0.02,0.07,0,100
3,0.8,0.02,0.07,0.007,40.3533380674538
3,0.8,0.02,0.07,0.014,24.0837353711939
3,0.8,0.02,0.07,0.021,19.7798661932663
3,0.8,0.02,0.07,0.028,16.1636818964219
3,0.8,0.02,0.07,0.035,13.6170640125924
3,0.8,0.02,0.07,0.042,14.2530518913697
3,0.8,0.02,0.07,0.049,13.3318037934259
3,0.8,0.02,0.07,0.056,12.1671047611526
3,0.8,0.02,0.07,0.063,11.7236194542042
3,0.8,0.02,0.07,0.07,11.4666930216812
3,0.8,0.02,0.08,0,100
3,0.8,0.02,0.08,0.008,33.8662456467913
3,0.8,0.02,0.08,0.016,19.4943408672666
3,0.8,0.02,0.08,0.024,17.1395373906233
3,0.8,0.02,0.08,0.032,13.8940721107639
3,0.8,0.02,0.08,0.04,12.1551664878086
3,0.8,0.02,0.08,0.048,10.8491795107073
3,0.8,0.02,0.08,0.056,10.9238617916952
3,0.8,0.02,0.08,0.064,11.0742880640884
3,0.8,0.02,0.08,0.072,10.3650551520915
3,0.8,0.02,0.08,0.08,9.32144259885129
3,0.8,0.02,0.09,0,100
3,0.8,0.02,0.09,0.009,29.3627835437099
3,0.8,0.02,0.09,0.018,21.0984008164766
3,0.8,0.02,0.09,0.027,15.2801091744866
3,0.8,0.02,0.09,0.036,13.439704989861
3,0.8,0.02,0.09,0.045,10.9567053218238
3,0.8,0.02,0.09,0.054,10.4632797485227
3,0.8,0.02,0.09,0.063,10.0351426931369
3,0.8,0.02,0.09,0.072,9.30289642599251
3,0.8,0.02,0.09,0.081,8.32195551476227
3,0.8,0.02,0.09,0.09,8.12857096187041
3,0.8,0.02,0.1,0,100
3,0.8,0.02,0.1,0.01,26.6404727679712
3,0.8,0.02,0.1,0.02,14.7237931006313
3,0.8,0.02,0.1,0.03,12.3394818961799
3,0.8,0.02,0.1,0.04,11.1385981046704
3,0.8,0.02,0.1,0.05,10.5330702480282
3,0.8,0.02,0.1,0.06,8.92429992180672
3,0.8,0.02,0.1,0.07,8.94540229483757
3,0.8,0.02,0.1,0.08,7.65876135516994
3,0.8,0.02,0.1,0.09,7.73171131551534
3,0.8,0.02,0.1,0.1,7.45818953056064
3,0.8,0.025,0.01,0,100
3,0.8,0.025,0.01,0.001,83.8531678387631
3,0.8,0.025,0.01,0.002,79.5974439904496
3,0.8,0.025,0.01,0.003,72.2788601255141
3,0.8,0.025,0.01,0.004,69.4221808883549
3,0.8,0.025,0.01,0.005,64.5288768999821
3,0.8,0.025,0.01,0.006,65.1125405550929
3,0.8,0.025,0.01,0.007,61.5012133765903
3,0.8,0.025,0.01,0.008,60.7272427739716
3,0.8,0.025,0.01,0.009,60.547162459543
3,0.8,0.025,0.01,0.01,59.8184764443007
3,0.8,0.025,0.02,0,100
3,0.8,0.025,0.02,0.002,74.7068259693815
3,0.8,0.025,0.02,0.004,63.1339406921038
3,0.8,0.025,0.02,0.006,53.895681999837
3,0.8,0.025,0.02,0.008,50.2914776761008
3,0.8,0.025,0.02,0.01,47.6708525662339
3,0.8,0.025,0.02,0.012,45.2457735063988
3,0.8,0.025,0.02,0.014,43.998231506203
3,0.8,0.025,0.02,0.016,42.7317223597314
3,0.8,0.025,0.02,0.018,41.4332596196373
3,0.8,0.025,0.02,0.02,40.812719116391
3,0.8,0.025,0.03,0,100
3,0.8,0.025,0.03,0.003,65.7418537251268
3,0.8,0.025,0.03,0.006,54.5034875798708
3,0.8,0.025,0.03,0.009,46.661146611492
3,0.8,0.025,0.03,0.012,39.2351235070824
3,0.8,0.025,0.03,0.015,35.6516367920484
3,0.8,0.025,0.03,0.018,34.2895408880124
3,0.8,0.025,0.03,0.021,32.3072102834253
3,0.8,0.025,0.03,0.024,33.9222810668749
3,0.8,0.025,0.03,0.027,30.2601245411625
3,0.8,0.025,0.03,0.03,30.6519227412641
3,0.8,0.025,0.04,0,100
3,0.8,0.025,0.04,0.004,61.9626082355771
3,0.8,0.025,0.04,0.008,41.6252078587579
3,0.8,0.025,0.04,0.012,38.706507535128
3,0.8,0.025,0.04,0.016,31.4433359004139
3,0.8,0.025,0.04,0.02,28.2204062651373
3,0.8,0.025,0.04,0.024,27.9877521656949
3,0.8,0.025,0.04,0.028,26.0686536566943
3,0.8,0.025,0.04,0.032,25.8478606674686
3,0.8,0.025,0.04,0.036,24.4216388765005
3,0.8,0.025,0.04,0.04,24.4941518063485
3,0.8,0.025,0.05,0,100
3,0.8,0.025,0.05,0.005,54.9011309962951
3,0.8,0.025,0.05,0.01,37.5036163221953
3,0.8,0.025,0.05,0.015,31.0579584373
3,0.8,0.025,0.05,0.02,26.9073479578482
3,0.8,0.025,0.05,0.025,23.7801268802589
3,0.8,0.025,0.05,0.03,22.5344742444922
3,0.8,0.025,0.05,0.035,22.4908079736313
3,0.8,0.025,0.05,0.04,22.0194409846456
3,0.8,0.025,0.05,0.045,19.7538387137581
3,0.8,0.025,0.05,0.05,19.7815544112667
3,0.8,0.025,0.06,0,100
3,0.8,0.025,0.06,0.006,49.4510584937146
3,0.8,0.025,0.06,0.012,33.0677288892743
3,0.8,0.025,0.06,0.018,27.6012357120814
3,0.8,0.025,0.06,0.024,23.1457543935866
3,0.8,0.025,0.06,0.03,20.0088955553676
3,0.8,0.025,0.06,0.036,19.2259421729175
3,0.8,0.025,0.06,0.042,18.7671786074627
3,0.8,0.025,0.06,0.048,18.5215353047422
3,0.8,0.025,0.06,0.054,16.92969447231
3,0.8,0.025,0.06,0.06,15.8377491098215
3,0.8,0.025,0.07,0,100
3,0.8,0.025,0.07,0.007,40.9172732798317
3,0.8,0.025,0.07,0.014,30.1195783622244
3,0.8,0.025,0.07,0.021,23.6426621926667
3,0.8,0.025,0.07,0.028,18.706779632871
3,0.8,0.025,0.07,0.035,17.243411398409
3,0.8,0.025,0.07,0.042,16.2515822933344
3,0.8,0.025,0.07,0.049,16.7215012803603
3,0.8,0.025,0.07,0.056,14.1512666280346
3,0.8,0.025,0.07,0.063,14.4029528020217
3,0.8,0.025,0.07,0.07,14.0027201184211
3,0.8,0.025,0.08,0,100
3,0.8,0.025,0.08,0.008,36.0778713930555
3,0.8,0.025,0.08,0.016,24.6741032954642
3,0.8,0.025,0.08,0.024,19.5003004988783
3,0.8,0.025,0.08,0.032,17.3311853343864
3,0.8,0.025,0.08,0.04,15.4265402051483
3,0.8,0.025,0.08,0.048,15.061740908992
3,0.8,0.025,0.08,0.056,13.506062658017
3,0.8,0.025,0.08,0.064,12.7296583789838
3,0.8,0.025,0.08,0.072,12.4827758922225
3,0.8,0.025,0.08,0.08,11.3902445159431
3,0.8,0.025,0.09,0,100
3,0.8,0.025,0.09,0.009,35.7349322984193
3,0.8,0.025,0.09,0.018,22.2519909608603
3,0.8,0.025,0.09,0.027,19.8487142361672
3,0.8,0.025,0.09,0.036,15.8192957061992
3,0.8,0.025,0.09,0.045,15.7797627045782
3,0.8,0.025,0.09,0.054,13.1749242670353
3,0.8,0.025,0.09,0.063,12.8807850402569
3,0.8,0.025,0.09,0.072,11.4803583095424
3,0.8,0.025,0.09,0.081,10.9295120999214
3,0.8,0.025,0.09,0.09,10.7647253666817
3,0.8,0.025,0.1,0,100
3,0.8,0.025,0.1,0.01,32.8458774993214
3,0.8,0.025,0.1,0.02,19.7513641931082
3,0.8,0.025,0.1,0.03,14.9242901872599
3,0.8,0.025,0.1,0.04,14.6206447469473
3,0.8,0.025,0.1,0.05,12.2355267168852
3,0.8,0.025,0.1,0.06,11.0827134735483
3,0.8,0.025,0.1,0.07,10.8216774804204
3,0.8,0.025,0.1,0.08,10.3044037121862
3,0.8,0.025,0.1,0.09,9.2939557410351
3,0.8,0.025,0.1,0.1,10.0568370571149
3,0.8,0.03,0.01,0,100
3,0.8,0.03,0.01,0.001,87.4683957307035
3,0.8,0.03,0.01,0.002,79.759108017001
3,0.8,0.03,0.01,0.003,76.0246070051655
3,0.8,0.03,0.01,0.004,73.1714121133392
3,0.8,0.03,0.01,0.005,68.6910253810798
3,0.8,0.03,0.01,0.006,69.2626038073449
3,0.8,0.03,0.01,0.007,69.007060495894
3,0.8,0.03,0.01,0.008,64.9334345228925
3,0.8,0.03,0.01,0.009,62.8153413754566
3,0.8,0.03,0.01,0.01,63.8312303357191
3,0.8,0.03,0.02,0,100
3,0.8,0.03,0.02,0.002,76.7587389529136
3,0.8,0.03,0.02,0.004,65.6187452441503
3,0.8,0.03,0.02,0.006,59.9934951603945
3,0.8,0.03,0.02,0.008,55.2602067316811
3,0.8,0.03,0.02,0.01,54.2044034553911
3,0.8,0.03,0.02,0.012,50.6709029069723
3,0.8,0.03,0.02,0.014,49.144825012629
3,0.8,0.03,0.02,0.016,45.8100554790292
3,0.8,0.03,0.02,0.018,47.0207988612859
3,0.8,0.03,0.02,0.02,44.7754807611676
3,0.8,0.03,0.03,0,100
3,0.8,0.03,0.03,0.003,69.7191258708729
3,0.8,0.03,0.03,0.006,56.7998548959091
3,0.8,0.03,0.03,0.009,49.4788916463023
3,0.8,0.03,0.03,0.012,41.619762626212
3,0.8,0.03,0.03,0.015,41.0694694974592
3,0.8,0.03,0.03,0.018,40.1114880078673
3,0.8,0.03,0.03,0.021,36.879015772126
3,0.8,0.03,0.03,0.024,35.4726573103984
3,0.8,0.03,0.03,0.027,36.4621918397348
3,0.8,0.03,0.03,0.03,34.8926794014051
3,0.8,0.03,0.04,0,100
3,0.8,0.03,0.04,0.004,60.8384257636191
3,0.8,0.03,0.04,0.008,45.6170967665125
3,0.8,0.03,0.04,0.012,42.9573099801471
3,0.8,0.03,0.04,0.016,36.1036825674061
3,0.8,0.03,0.04,0.02,33.6921111799354
3,0.8,0.03,0.04,0.024,32.2264646043925
3,0.8,0.03,0.04,0.028,31.3779004426752
3,0.8,0.03,0.04,0.032,29.7706660079862
3,0.8,0.03,0.04,0.036,27.5153987711156
3,0.8,0.03,0.04,0.04,26.8344413310711
3,0.8,0.03,0.05,0,100
3,0.8,0.03,0.05,0.005,59.7004392617464
3,0.8,0.03,0.05,0.01,41.1243054303477
3,0.8,0.03,0.05,0.015,35.5169786658407
3,0.8,0.03,0.05,0.02,32.388125517833
3,0.8,0.03,0.05,0.025,27.0782601472445
3,0.8,0.03,0.05,0.03,26.8501475332314
3,0.8,0.03,0.05,0.035,24.0688495017335
3,0.8,0.03,0.05,0.04,24.6591874127388
3,0.8,0.03,0.05,0.045,22.8718865114683
3,0.8,0.03,0.05,0.05,22.7207830928125
3,0.8,0.03,0.06,0,100
3,0.8,0.03,0.06,0.006,54.1871846648698
3,0.8,0.03,0.06,0.012,36.9389731381648
3,0.8,0.03,0.06,0.018,31.8924381729577
3,0.8,0.03,0.06,0.024,26.3775174989674
3,0.8,0.03,0.06,0.03,23.3382020085462
3,0.8,0.03,0.06,0.036,23.2771396491465
3,0.8,0.03,0.06,0.042,20.9183568469112
3,0.8,0.03,0.06,0.048,20.3903320630345
3,0.8,0.03,0.06,0.054,19.2137142546802
3,0.8,0.03,0.06,0.06,17.7585466980066
3,0.8,0.03,0.07,0,100
3,0.8,0.03,0.07,0.007,45.7849553225247
3,0.8,0.03,0.07,0.014,32.7333533029046
3,0.8,0.03,0.07,0.021,25.6561306243636
3,0.8,0.03,0.07,0.028,22.6176685489479
3,0.8,0.03,0.07,0.035,20.1193534113517
3,0.8,0.03,0.07,0.042,19.2424565109212
3,0.8,0.03,0.07,0.049,17.2794193287684
3,0.8,0.03,0.07,0.056,16.9082224164493
3,0.8,0.03,0.07,0.063,16.9720300150691
3,0.8,0.03,0.07,0.07,17.072223489953
3,0.8,0.03,0.08,0,100
3,0.8,0.03,0.08,0.008,43.8873751024007
3,0.8,0.03,0.08,0.016,28.7368555567946
3,0.8,0.03,0.08,0.024,25.2444636697688
3,0.8,0.03,0.08,0.032,20.2135270819959
3,0.8,0.03,0.08,0.04,18.3675559183231
3,0.8,0.03,0.08,0.048,16.7839927553208
3,0.8,0.03,0.08,0.056,16.278475199294
3,0.8,0.03,0.08,0.064,15.936155962584
3,0.8,0.03,0.08,0.072,16.2273008979635
3,0.8,0.03,0.08,0.08,14.5264603692634
3,0.8,0.03,0.09,0,100
3,0.8,0.03,0.09,0.009,41.6456553131828
3,0.8,0.03,0.09,0.018,27.6001636820042
3,0.8,0.03,0.09,0.027,21.1343549944615
3,0.8,0.03,0.09,0.036,18.431150190675
3,0.8,0.03,0.09,0.045,16.5308014907041
3,0.8,0.03,0.09,0.054,14.4522479300368
3,0.8,0.03,0.09,0.063,14.5159104745009
3,0.8,0.03,0.09,0.072,13.4331795300185
3,0.8,0.03,0.09,0.081,13.2737939837733
3,0.8,0.03,0.09,0.09,13.3495906158572
3,0.8,0.03,0.1,0,100
3,0.8,0.03,0.1,0.01,32.892446020968
3,0.8,0.03,0.1,0.02,23.6487692913527
3,0.8,0.03,0.1,0.03,17.4658201216905
3,0.8,0.03,0.1,0.04,15.7230562873587
3,0.8,0.03,0.1,0.05,13.8787177373752
3,0.8,0.03,0.1,0.06,12.8596158772238
3,0.8,0.03,0.1,0.07,12.5554182357324
3,0.8,0.03,0.1,0.08,12.4267776350534
3,0.8,0.03,0.1,0.09,10.6778168408763
3,0.8,0.03,0.1,0.1,10.8702904792723
3,0.8,0.035,0.01,0,100
3,0.8,0.035,0.01,0.001,88.3060276410574
3,0.8,0.035,0.01,0.002,84.6620022487004
3,0.8,0.035,0.01,0.003,79.1030245185811
3,0.8,0.035,0.01,0.004,75.7598572429073
3,0.8,0.035,0.01,0.005,72.4868281776208
3,0.8,0.035,0.01,0.006,71.3651054401895
3,0.8,0.035,0.01,0.007,71.0539745089927
3,0.8,0.035,0.01,0.008,66.7148915583873
3,0.8,0.035,0.01,0.009,67.9549638945658
3,0.8,0.035,0.01,0.01,67.5572046656143
3,0.8,0.035,0.02,0,100
3,0.8,0.035,0.02,0.002,80.2174600180675
3,0.8,0.035,0.02,0.004,71.3939817412156
3,0.8,0.035,0.02,0.006,63.0515292980539
3,0.8,0.035,0.02,0.008,57.9598195180675
3,0.8,0.035,0.02,0.01,56.4481889186967
3,0.8,0.035,0.02,0.012,54.7675562362559
3,0.8,0.035,0.02,0.014,52.7171176546618
3,0.8,0.035,0.02,0.016,50.5899975294147
3,0.8,0.035,0.02,0.018,50.7536455276053
3,0.8,0.035,0.02,0.02,48.4849608401954
3,0.8,0.035,0.03,0,100
3,0.8,0.035,0.03,0.003,72.9586376377988
3,0.8,0.035,0.03,0.006,58.5240190122795
3,0.8,0.035,0.03,0.009,52.4055019095754
3,0.8,0.035,0.03,0.012,48.8526394143002
3,0.8,0.035,0.03,0.015,44.0922800708914
3,0.8,0.035,0.03,0.018,42.7667765241925
3,0.8,0.035,0.03,0.021,40.4457510327927
3,0.8,0.035,0.03,0.024,39.3353320142673
3,0.8,0.035,0.03,0.027,38.8193782138971
3,0.8,0.035,0.03,0.03,37.3968757031726
3,0.8,0.035,0.04,0,100
3,0.8,0.035,0.04,0.004,68.2807197095594
3,0.8,0.035,0.04,0.008,52.6057459113407
3,0.8,0.035,0.04,0.012,44.4665309943474
3,0.8,0.035,0.04,0.016,39.1205709765472
3,0.8,0.035,0.04,0.02,36.3411876766051
3,0.8,0.035,0.04,0.024,35.1194652397615
3,0.8,0.035,0.04,0.028,34.3691612060031
3,0.8,0.035,0.04,0.032,34.225436595482
3,0.8,0.035,0.04,0.036,30.8368262780553
3,0.8,0.035,0.04,0.04,31.9968670363604
3,0.8,0.035,0.05,0,100
3,0.8,0.035,0.05,0.005,62.7605022369817
3,0.8,0.035,0.05,0.01,43.7453923668404
3,0.8,0.035,0.05,0.015,39.2577362463102
3,0.8,0.035,0.05,0.02,34.5441510481313
3,0.8,0.035,0.05,0.025,29.7050069540638
3,0.8,0.035,0.05,0.03,28.0217818617993
3,0.8,0.035,0.05,0.035,28.4865975040782
3,0.8,0.035,0.05,0.04,27.2783401302841
3,0.8,0.035,0.05,0.045,26.1111948568854
3,0.8,0.035,0.05,0.05,26.2518769439525
3,0.8,0.035,0.06,0,100
3,0.8,0.035,0.06,0.006,55.1129386113532
3,0.8,0.035,0.06,0.012,40.4031803443543
3,0.8,0.035,0.06,0.018,34.2178557533159
3,0.8,0.035,0.06,0.024,30.4178930384732
3,0.8,0.035,0.06,0.03,26.8247174797198
3,0.8,0.035,0.06,0.036,25.2031891489663
3,0.8,0.035,0.06,0.042,24.2402923481716
3,0.8,0.035,0.06,0.048,22.7581565964136
3,0.8,0.035,0.06,0.054,23.3805231899142
3,0.8,0.035,0.06,0.06,21.9566779076076
3,0.8,0.035,0.07,0,100
3,0.8,0.035,0.07,0.007,51.6328766727418
3,0.8,0.035,0.07,0.014,34.532760551167
3,0.8,0.035,0.07,0.021,30.3185353471916
3,0.8,0.035,0.07,0.028,26.0056019871685
3,0.8,0.035,0.07,0.035,23.3990482948412
3,0.8,0.035,0.07,0.042,22.2596358338932
3,0.8,0.035,0.07,0.049,19.5928268804528
3,0.8,0.035,0.07,0.056,21.3648959367733
3,0.8,0.035,0.07,0.063,19.3148946897574
3,0.8,0.035,0.07,0.07,17.7663672966581
3,0.8,0.035,0.08,0,100
3,0.8,0.035,0.08,0.008,46.3041059839904
3,0.8,0.035,0.08,0.016,35.9022080250229
3,0.8,0.035,0.08,0.024,26.0277702560553
3,0.8,0.035,0.08,0.032,22.3492315954181
3,0.8,0.035,0.08,0.04,19.6996008527656
3,0.8,0.035,0.08,0.048,19.5240459202417
3,0.8,0.035,0.08,0.056,18.5249485276215
3,0.8,0.035,0.08,0.064,17.537749524273
3,0.8,0.035,0.08,0.072,16.1222363417374
3,0.8,0.035,0.08,0.08,15.5704271906435
3,0.8,0.035,0.09,0,100
3,0.8,0.035,0.09,0.009,43.4002032770719
3,0.8,0.035,0.09,0.018,30.0578903785594
3,0.8,0.035,0.09,0.027,22.457996945655
3,0.8,0.035,0.09,0.036,21.1460850354416
3,0.8,0.035,0.09,0.045,17.8164691613106
3,0.8,0.035,0.09,0.054,16.8547051943621
3,0.8,0.035,0.09,0.063,17.5900711869005
3,0.8,0.035,0.09,0.072,14.6385147551448
3,0.8,0.035,0.09,0.081,14.4107959775102
3,0.8,0.035,0.09,0.09,14.5975884979954
3,0.8,0.035,0.1,0,100
3,0.8,0.035,0.1,0.01,40.6549004936938
3,0.8,0.035,0.1,0.02,27.7819819437748
3,0.8,0.035,0.1,0.03,21.151910141422
3,0.8,0.035,0.1,0.04,17.6236607484858
3,0.8,0.035,0.1,0.05,16.3962835300252
3,0.8,0.035,0.1,0.06,14.173170314812
3,0.8,0.035,0.1,0.07,14.6687123017096
3,0.8,0.035,0.1,0.08,14.0528998573415
3,0.8,0.035,0.1,0.09,12.9494426726137
3,0.8,0.035,0.1,0.1,13.4749886882495
3,0.8,0.04,0.01,0,100
3,0.8,0.04,0.01,0.001,91.644296126498
3,0.8,0.04,0.01,0.002,86.4408471233578
3,0.8,0.04,0.01,0.003,82.2510884984005
3,0.8,0.04,0.01,0.004,79.418750820357
3,0.8,0.04,0.01,0.005,78.0207652406922
3,0.8,0.04,0.01,0.006,75.2402744085612
3,0.8,0.04,0.01,0.007,72.3581286795284
3,0.8,0.04,0.01,0.008,70.9290714523945
3,0.8,0.04,0.01,0.009,69.7523632666514
3,0.8,0.04,0.01,0.01,68.7871810257595
3,0.8,0.04,0.02,0,100
3,0.8,0.04,0.02,0.002,84.5670809840916
3,0.8,0.04,0.02,0.004,71.9998195824871
3,0.8,0.04,0.02,0.006,67.5159080904528
3,0.8,0.04,0.02,0.008,62.6185621177291
3,0.8,0.04,0.02,0.01,60.3104458290287
3,0.8,0.04,0.02,0.012,58.4482286076236
3,0.8,0.04,0.02,0.014,56.5866782221095
3,0.8,0.04,0.02,0.016,52.985862765354
3,0.8,0.04,0.02,0.018,51.7560031110104
3,0.8,0.04,0.02,0.02,51.7386393825472
3,0.8,0.04,0.03,0,100
3,0.8,0.04,0.03,0.003,76.1113442138568
3,0.8,0.04,0.03,0.006,62.7278653566833
3,0.8,0.04,0.03,0.009,57.3092517410729
3,0.8,0.04,0.03,0.012,50.7478068170748
3,0.8,0.04,0.03,0.015,47.8751960572766
3,0.8,0.04,0.03,0.018,45.7324039517988
3,0.8,0.04,0.03,0.021,44.2434628966129
3,0.8,0.04,0.03,0.024,43.3012836920618
3,0.8,0.04,0.03,0.027,42.0470651068233
3,0.8,0.04,0.03,0.03,40.8205870279772
3,0.8,0.04,0.04,0,100
3,0.8,0.04,0.04,0.004,67.9776858526074
3,0.8,0.04,0.04,0.008,55.3242144938086
