K,Betha,Alpha,P,Q,PurePercent
8,0.8,0.07,0.1,0,100
8,0.8,0.07,0.1,0.01,29.3892621276174
8,0.8,0.07,0.1,0.02,16.2108391300867
8,0.8,0.07,0.1,0.03,13.5735401158152
8,0.8,0.07,0.1,0.04,11.4620873328966
8,0.8,0.07,0.1,0.05,8.26758688888264
8,0.8,0.07,0.1,0.06,7.88799985533554
8,0.8,0.07,0.1,0.07,7.45261723319324
8,0.8,0.07,0.1,0.08,6.61228896121649
8,0.8,0.07,0.1,0.09,6.22293789967886
8,0.8,0.07,0.1,0.1,6.16501729549939
8,0.8,0.075,0.01,0,100
8,0.8,0.075,0.01,0.001,84.8637733952587
8,0.8,0.075,0.01,0.002,80.2411310951949
8,0.8,0.075,0.01,0.003,75.6696621616718
8,0.8,0.075,0.01,0.004,72.7617282775381
8,0.8,0.075,0.01,0.005,68.6396187219466
8,0.8,0.075,0.01,0.006,65.0905124949315
8,0.8,0.075,0.01,0.007,63.6860456641979
8,0.8,0.075,0.01,0.008,59.6160054611965
8,0.8,0.075,0.01,0.009,60.0383791690819
8,0.8,0.075,0.01,0.01,58.4817710866944
8,0.8,0.075,0.02,0,100
8,0.8,0.075,0.02,0.002,77.10326222232
8,0.8,0.075,0.02,0.004,64.8359825346554
8,0.8,0.075,0.02,0.006,55.4612813109664
8,0.8,0.075,0.02,0.008,51.9575418609865
8,0.8,0.075,0.02,0.01,49.0570136234503
8,0.8,0.075,0.02,0.012,44.6689192810958
8,0.8,0.075,0.02,0.014,44.8702035749659
8,0.8,0.075,0.02,0.016,41.558811955262
8,0.8,0.075,0.02,0.018,39.5551884921071
8,0.8,0.075,0.02,0.02,40.1119742977589
8,0.8,0.075,0.03,0,100
8,0.8,0.075,0.03,0.003,64.5903997447779
8,0.8,0.075,0.03,0.006,56.4323274547133
8,0.8,0.075,0.03,0.009,44.203757453984
8,0.8,0.075,0.03,0.012,39.6034618277659
8,0.8,0.075,0.03,0.015,32.5647238005389
8,0.8,0.075,0.03,0.018,32.2992157080632
8,0.8,0.075,0.03,0.021,31.3205444023578
8,0.8,0.075,0.03,0.024,33.0505222544715
8,0.8,0.075,0.03,0.027,28.1680301289597
8,0.8,0.075,0.03,0.03,29.328383101997
8,0.8,0.075,0.04,0,100
8,0.8,0.075,0.04,0.004,56.2117610026074
8,0.8,0.075,0.04,0.008,42.6365279522882
8,0.8,0.075,0.04,0.012,32.2381705477006
8,0.8,0.075,0.04,0.016,32.0896518407262
8,0.8,0.075,0.04,0.02,30.3240904594614
8,0.8,0.075,0.04,0.024,27.4064532122493
8,0.8,0.075,0.04,0.028,22.8307605732913
8,0.8,0.075,0.04,0.032,22.1708347434566
8,0.8,0.075,0.04,0.036,22.5495440206342
8,0.8,0.075,0.04,0.04,21.6856406700397
8,0.8,0.075,0.05,0,100
8,0.8,0.075,0.05,0.005,50.2265232336133
8,0.8,0.075,0.05,0.01,38.616251920009
8,0.8,0.075,0.05,0.015,28.4569398418762
8,0.8,0.075,0.05,0.02,23.6841899241933
8,0.8,0.075,0.05,0.025,22.3215796426669
8,0.8,0.075,0.05,0.03,21.2060618007076
8,0.8,0.075,0.05,0.035,21.3585364128957
8,0.8,0.075,0.05,0.04,19.226313095871
8,0.8,0.075,0.05,0.045,18.2172679813451
8,0.8,0.075,0.05,0.05,16.7610640563056
8,0.8,0.075,0.06,0,100
8,0.8,0.075,0.06,0.006,48.7496772305764
8,0.8,0.075,0.06,0.012,31.9715469005979
8,0.8,0.075,0.06,0.018,22.2818963396472
8,0.8,0.075,0.06,0.024,22.3052132917245
8,0.8,0.075,0.06,0.03,19.1132486679873
8,0.8,0.075,0.06,0.036,19.0121619411468
8,0.8,0.075,0.06,0.042,14.6638159352666
8,0.8,0.075,0.06,0.048,14.6934745327776
8,0.8,0.075,0.06,0.054,13.2172222352724
8,0.8,0.075,0.06,0.06,13.8819540642508
8,0.8,0.075,0.07,0,100
8,0.8,0.075,0.07,0.007,38.1591678821223
8,0.8,0.075,0.07,0.014,26.8104335387838
8,0.8,0.075,0.07,0.021,21.7057100930249
8,0.8,0.075,0.07,0.028,17.5023087331864
8,0.8,0.075,0.07,0.035,13.6179033214253
8,0.8,0.075,0.07,0.042,13.3687189713398
8,0.8,0.075,0.07,0.049,12.8453020018252
8,0.8,0.075,0.07,0.056,13.8417892797028
8,0.8,0.075,0.07,0.063,11.9626484245183
8,0.8,0.075,0.07,0.07,11.1282067829398
8,0.8,0.075,0.08,0,100
8,0.8,0.075,0.08,0.008,35.5359928899115
8,0.8,0.075,0.08,0.016,21.8272268844191
8,0.8,0.075,0.08,0.024,17.0223419432857
8,0.8,0.075,0.08,0.032,14.2967670763495
8,0.8,0.075,0.08,0.04,13.6863540111998
8,0.8,0.075,0.08,0.048,12.6383158096217
8,0.8,0.075,0.08,0.056,11.8687904297731
8,0.8,0.075,0.08,0.064,10.268925329461
8,0.8,0.075,0.08,0.072,9.61968841604364
8,0.8,0.075,0.08,0.08,9.03917182972105
8,0.8,0.075,0.09,0,100
8,0.8,0.075,0.09,0.009,33.8796929051765
8,0.8,0.075,0.09,0.018,18.5721060393604
8,0.8,0.075,0.09,0.027,14.7846998402848
8,0.8,0.075,0.09,0.036,12.9164914801947
8,0.8,0.075,0.09,0.045,10.610028608434
8,0.8,0.075,0.09,0.054,10.3337361386714
8,0.8,0.075,0.09,0.063,9.27967399427063
8,0.8,0.075,0.09,0.072,8.6547802682766
8,0.8,0.075,0.09,0.081,8.21880206943793
8,0.8,0.075,0.09,0.09,7.62390611256181
8,0.8,0.075,0.1,0,100
8,0.8,0.075,0.1,0.01,26.8532196965164
8,0.8,0.075,0.1,0.02,16.8184984204563
8,0.8,0.075,0.1,0.03,12.5363904114753
8,0.8,0.075,0.1,0.04,11.0263535249262
8,0.8,0.075,0.1,0.05,10.2625658797822
8,0.8,0.075,0.1,0.06,9.00235894577402
8,0.8,0.075,0.1,0.07,8.55215720425253
8,0.8,0.075,0.1,0.08,7.02808055217484
8,0.8,0.075,0.1,0.09,6.75232696727771
8,0.8,0.075,0.1,0.1,6.70188375196071
8,0.8,0.08,0.01,0,100
8,0.8,0.08,0.01,0.001,89.3225201332256
8,0.8,0.08,0.01,0.002,78.9673988565482
8,0.8,0.08,0.01,0.003,75.2673092815721
8,0.8,0.08,0.01,0.004,74.0288239979769
8,0.8,0.08,0.01,0.005,69.250517808359
8,0.8,0.08,0.01,0.006,67.0900046672231
8,0.8,0.08,0.01,0.007,64.7685257083061
8,0.8,0.08,0.01,0.008,63.5728756154327
8,0.8,0.08,0.01,0.009,64.3971711462958
8,0.8,0.08,0.01,0.01,62.8290038481087
8,0.8,0.08,0.02,0,100
8,0.8,0.08,0.02,0.002,74.5901948271681
8,0.8,0.08,0.02,0.004,66.3484097106548
8,0.8,0.08,0.02,0.006,55.9105160089228
8,0.8,0.08,0.02,0.008,53.4479450128581
8,0.8,0.08,0.02,0.01,49.1499735150442
8,0.8,0.08,0.02,0.012,50.6812942041406
8,0.8,0.08,0.02,0.014,45.422853503602
8,0.8,0.08,0.02,0.016,44.7387469812288
8,0.8,0.08,0.02,0.018,41.7794633456415
8,0.8,0.08,0.02,0.02,41.1399696103102
8,0.8,0.08,0.03,0,100
8,0.8,0.08,0.03,0.003,71.695530148765
8,0.8,0.08,0.03,0.006,50.8256533240865
8,0.8,0.08,0.03,0.009,46.5959672824935
8,0.8,0.08,0.03,0.012,38.7720965778448
8,0.8,0.08,0.03,0.015,37.6141397790075
8,0.8,0.08,0.03,0.018,34.3817679771496
8,0.8,0.08,0.03,0.021,33.4982113566517
8,0.8,0.08,0.03,0.024,30.0619974518102
8,0.8,0.08,0.03,0.027,30.5208694320711
8,0.8,0.08,0.03,0.03,28.6127967152993
8,0.8,0.08,0.04,0,100
8,0.8,0.08,0.04,0.004,58.6013398359646
8,0.8,0.08,0.04,0.008,45.9442925017723
8,0.8,0.08,0.04,0.012,34.7418941094117
8,0.8,0.08,0.04,0.016,30.2410544706656
8,0.8,0.08,0.04,0.02,28.450220870436
8,0.8,0.08,0.04,0.024,25.8144570992577
8,0.8,0.08,0.04,0.028,26.3670984794125
8,0.8,0.08,0.04,0.032,24.1640010690445
8,0.8,0.08,0.04,0.036,23.8586498579669
8,0.8,0.08,0.04,0.04,25.1678818867975
8,0.8,0.08,0.05,0,100
8,0.8,0.08,0.05,0.005,52.2346136940012
8,0.8,0.08,0.05,0.01,35.5712127094481
8,0.8,0.08,0.05,0.015,26.8085455014745
8,0.8,0.08,0.05,0.02,28.7147868776523
8,0.8,0.08,0.05,0.025,25.0350066964213
8,0.8,0.08,0.05,0.03,21.5926979724749
8,0.8,0.08,0.05,0.035,20.3186303481375
8,0.8,0.08,0.05,0.04,19.1446193998443
8,0.8,0.08,0.05,0.045,19.9034031316427
8,0.8,0.08,0.05,0.05,17.9008870773255
8,0.8,0.08,0.06,0,100
8,0.8,0.08,0.06,0.006,47.7799760180714
8,0.8,0.08,0.06,0.012,33.0729365455036
8,0.8,0.08,0.06,0.018,24.8010693704998
8,0.8,0.08,0.06,0.024,22.1686041267865
8,0.8,0.08,0.06,0.03,20.5241634117631
8,0.8,0.08,0.06,0.036,16.5719688699794
8,0.8,0.08,0.06,0.042,17.1634336240674
8,0.8,0.08,0.06,0.048,15.8897487601952
8,0.8,0.08,0.06,0.054,14.1980628212377
8,0.8,0.08,0.06,0.06,14.9321675848585
8,0.8,0.08,0.07,0,100
8,0.8,0.08,0.07,0.007,43.2782320477684
8,0.8,0.08,0.07,0.014,28.9272309822673
8,0.8,0.08,0.07,0.021,22.2230335883889
8,0.8,0.08,0.07,0.028,19.2445592215083
8,0.8,0.08,0.07,0.035,16.0848718706035
8,0.8,0.08,0.07,0.042,15.5086868812436
8,0.8,0.08,0.07,0.049,13.372675248869
8,0.8,0.08,0.07,0.056,13.5981702127254
8,0.8,0.08,0.07,0.063,12.4656447006913
8,0.8,0.08,0.07,0.07,12.3798714131172
8,0.8,0.08,0.08,0,100
8,0.8,0.08,0.08,0.008,34.7226946162492
8,0.8,0.08,0.08,0.016,24.4669580492139
8,0.8,0.08,0.08,0.024,16.1466248903152
8,0.8,0.08,0.08,0.032,16.693152862635
8,0.8,0.08,0.08,0.04,14.4074396410034
8,0.8,0.08,0.08,0.048,11.4408206181156
8,0.8,0.08,0.08,0.056,12.0264030245618
8,0.8,0.08,0.08,0.064,10.0392154130122
8,0.8,0.08,0.08,0.072,11.124544290892
8,0.8,0.08,0.08,0.08,9.07872866729648
8,0.8,0.08,0.09,0,100
8,0.8,0.08,0.09,0.009,35.4147141709347
8,0.8,0.08,0.09,0.018,21.3148421481415
8,0.8,0.08,0.09,0.027,17.4200054888579
8,0.8,0.08,0.09,0.036,13.5594091550037
8,0.8,0.08,0.09,0.045,12.47011523185
8,0.8,0.08,0.09,0.054,10.2847474295827
8,0.8,0.08,0.09,0.063,10.5488475196797
8,0.8,0.08,0.09,0.072,9.47306470314832
8,0.8,0.08,0.09,0.081,7.99632958777042
8,0.8,0.08,0.09,0.09,8.27458042989339
8,0.8,0.08,0.1,0,100
8,0.8,0.08,0.1,0.01,30.9900877683319
8,0.8,0.08,0.1,0.02,18.5847255831525
8,0.8,0.08,0.1,0.03,15.2104043922847
8,0.8,0.08,0.1,0.04,12.7008836935987
8,0.8,0.08,0.1,0.05,10.822047233018
8,0.8,0.08,0.1,0.06,8.74320112755225
8,0.8,0.08,0.1,0.07,8.53121623833713
8,0.8,0.08,0.1,0.08,8.06323885849465
8,0.8,0.08,0.1,0.09,7.38505415180958
8,0.8,0.08,0.1,0.1,7.01799004995494
8,0.8,0.085,0.01,0,100
8,0.8,0.085,0.01,0.001,92.039778385898
8,0.8,0.085,0.01,0.002,84.0687540899265
8,0.8,0.085,0.01,0.003,73.9186017149585
8,0.8,0.085,0.01,0.004,71.5990577219282
8,0.8,0.085,0.01,0.005,71.9698841847357
8,0.8,0.085,0.01,0.006,69.258904413736
8,0.8,0.085,0.01,0.007,64.9431030491774
8,0.8,0.085,0.01,0.008,66.8168839319777
8,0.8,0.085,0.01,0.009,64.2770839026217
8,0.8,0.085,0.01,0.01,64.0241929867912
8,0.8,0.085,0.02,0,100
8,0.8,0.085,0.02,0.002,80.1278655668126
8,0.8,0.085,0.02,0.004,65.4722562108998
8,0.8,0.085,0.02,0.006,55.6865090726616
8,0.8,0.085,0.02,0.008,56.7061097225029
8,0.8,0.085,0.02,0.01,50.4058060348541
8,0.8,0.085,0.02,0.012,49.2413007014898
8,0.8,0.085,0.02,0.014,46.2254429035826
8,0.8,0.085,0.02,0.016,45.0630037597735
8,0.8,0.085,0.02,0.018,44.9208401137407
8,0.8,0.085,0.02,0.02,41.5786206588651
8,0.8,0.085,0.03,0,100
8,0.8,0.085,0.03,0.003,71.3696486456496
8,0.8,0.085,0.03,0.006,58.2719194082861
8,0.8,0.085,0.03,0.009,43.4827765911837
8,0.8,0.085,0.03,0.012,42.1882997516989
8,0.8,0.085,0.03,0.015,38.906751769766
8,0.8,0.085,0.03,0.018,39.0081680679793
8,0.8,0.085,0.03,0.021,33.4055619361807
8,0.8,0.085,0.03,0.024,35.851178781347
8,0.8,0.085,0.03,0.027,32.2558162857845
8,0.8,0.085,0.03,0.03,33.498859581961
8,0.8,0.085,0.04,0,100
8,0.8,0.085,0.04,0.004,58.1337891824284
8,0.8,0.085,0.04,0.008,43.8955599696768
8,0.8,0.085,0.04,0.012,36.0156750895939
8,0.8,0.085,0.04,0.016,36.0338532342793
8,0.8,0.085,0.04,0.02,31.7836486097292
8,0.8,0.085,0.04,0.024,27.3115278169168
8,0.8,0.085,0.04,0.028,26.2835338248393
8,0.8,0.085,0.04,0.032,26.6801999306231
8,0.8,0.085,0.04,0.036,23.7423741118169
8,0.8,0.085,0.04,0.04,24.2789875990169
8,0.8,0.085,0.05,0,100
8,0.8,0.085,0.05,0.005,57.1496219867092
8,0.8,0.085,0.05,0.01,40.0937841769574
8,0.8,0.085,0.05,0.015,29.2522602366625
8,0.8,0.085,0.05,0.02,26.7417989657642
8,0.8,0.085,0.05,0.025,23.4560312765889
8,0.8,0.085,0.05,0.03,22.9101275940385
8,0.8,0.085,0.05,0.035,20.5715737262223
8,0.8,0.085,0.05,0.04,21.820178859334
8,0.8,0.085,0.05,0.045,19.4956978752514
8,0.8,0.085,0.05,0.05,20.8762888644927
8,0.8,0.085,0.06,0,100
8,0.8,0.085,0.06,0.006,44.4117460530024
8,0.8,0.085,0.06,0.012,36.1777518383771
8,0.8,0.085,0.06,0.018,26.9586111742878
8,0.8,0.085,0.06,0.024,23.9388414272729
8,0.8,0.085,0.06,0.03,20.8607853077929
8,0.8,0.085,0.06,0.036,20.0601964910725
8,0.8,0.085,0.06,0.042,15.8039710636185
8,0.8,0.085,0.06,0.048,17.9762489480575
8,0.8,0.085,0.06,0.054,16.1906127258192
8,0.8,0.085,0.06,0.06,15.2169866170077
8,0.8,0.085,0.07,0,100
8,0.8,0.085,0.07,0.007,40.8006072343918
8,0.8,0.085,0.07,0.014,28.5881917031202
8,0.8,0.085,0.07,0.021,23.7226096606424
8,0.8,0.085,0.07,0.028,19.7006014550121
8,0.8,0.085,0.07,0.035,17.1859503819491
8,0.8,0.085,0.07,0.042,16.2300582731846
8,0.8,0.085,0.07,0.049,14.8927084291569
8,0.8,0.085,0.07,0.056,13.8864085424573
8,0.8,0.085,0.07,0.063,12.1654928204673
8,0.8,0.085,0.07,0.07,12.7012371475066
8,0.8,0.085,0.08,0,100
8,0.8,0.085,0.08,0.008,41.8745668366962
8,0.8,0.085,0.08,0.016,26.2294625469678
8,0.8,0.085,0.08,0.024,20.3530482831088
8,0.8,0.085,0.08,0.032,18.0014191315749
8,0.8,0.085,0.08,0.04,14.0805158026979
8,0.8,0.085,0.08,0.048,14.104854463038
8,0.8,0.085,0.08,0.056,13.0343974259917
8,0.8,0.085,0.08,0.064,11.9439700934873
8,0.8,0.085,0.08,0.072,10.0952265704094
8,0.8,0.085,0.08,0.08,10.5162716047441
8,0.8,0.085,0.09,0,100
8,0.8,0.085,0.09,0.009,33.6988328516727
8,0.8,0.085,0.09,0.018,21.3347365775875
8,0.8,0.085,0.09,0.027,16.972994418829
8,0.8,0.085,0.09,0.036,12.9017646678056
8,0.8,0.085,0.09,0.045,13.1070745066531
8,0.8,0.085,0.09,0.054,11.0341967589166
8,0.8,0.085,0.09,0.063,11.3861052720367
8,0.8,0.085,0.09,0.072,9.62048060099913
8,0.8,0.085,0.09,0.081,8.6752595859231
8,0.8,0.085,0.09,0.09,9.14210761079314
8,0.8,0.085,0.1,0,100
8,0.8,0.085,0.1,0.01,33.0213430975868
8,0.8,0.085,0.1,0.02,18.9430900149615
8,0.8,0.085,0.1,0.03,15.2123616264281
8,0.8,0.085,0.1,0.04,11.6636471084249
8,0.8,0.085,0.1,0.05,10.3067418578838
8,0.8,0.085,0.1,0.06,9.67413053822982
8,0.8,0.085,0.1,0.07,8.43934773109126
8,0.8,0.085,0.1,0.08,7.70290864954644
8,0.8,0.085,0.1,0.09,7.67043732108479
8,0.8,0.085,0.1,0.1,7.81589790899802
8,0.8,0.09,0.01,0,100
8,0.8,0.09,0.01,0.001,91.2558469875354
8,0.8,0.09,0.01,0.002,82.959071471238
8,0.8,0.09,0.01,0.003,78.1189574665283
8,0.8,0.09,0.01,0.004,75.1828208993005
8,0.8,0.09,0.01,0.005,70.8310746813252
8,0.8,0.09,0.01,0.006,69.8872013332165
8,0.8,0.09,0.01,0.007,69.3097833158122
8,0.8,0.09,0.01,0.008,64.8877119810241
8,0.8,0.09,0.01,0.009,66.3607562314946
8,0.8,0.09,0.01,0.01,62.725016682026
8,0.8,0.09,0.02,0,100
8,0.8,0.09,0.02,0.002,77.2825319393582
8,0.8,0.09,0.02,0.004,66.7731868298886
8,0.8,0.09,0.02,0.006,57.8463780497552
8,0.8,0.09,0.02,0.008,55.929531759503
8,0.8,0.09,0.02,0.01,53.6494946829467
8,0.8,0.09,0.02,0.012,50.2178075883369
8,0.8,0.09,0.02,0.014,48.1345530348627
8,0.8,0.09,0.02,0.016,46.9417079605785
8,0.8,0.09,0.02,0.018,42.8174108629618
8,0.8,0.09,0.02,0.02,43.1137705016986
8,0.8,0.09,0.03,0,100
8,0.8,0.09,0.03,0.003,69.8673868135652
8,0.8,0.09,0.03,0.006,57.3985341325045
8,0.8,0.09,0.03,0.009,49.7170039137656
8,0.8,0.09,0.03,0.012,44.0168203991536
8,0.8,0.09,0.03,0.015,41.8959413260445
8,0.8,0.09,0.03,0.018,39.9966177992628
8,0.8,0.09,0.03,0.021,36.7509120140252
8,0.8,0.09,0.03,0.024,35.4725610722957
8,0.8,0.09,0.03,0.027,32.4603352757617
8,0.8,0.09,0.03,0.03,34.6811737849074
8,0.8,0.09,0.04,0,100
8,0.8,0.09,0.04,0.004,64.8436026075985
8,0.8,0.09,0.04,0.008,47.9356170199167
8,0.8,0.09,0.04,0.012,37.2795420259712
8,0.8,0.09,0.04,0.016,36.988430346993
8,0.8,0.09,0.04,0.02,32.6934773999335
8,0.8,0.09,0.04,0.024,29.0057707915767
8,0.8,0.09,0.04,0.028,27.8966867314226
8,0.8,0.09,0.04,0.032,28.7075656672983
8,0.8,0.09,0.04,0.036,26.1546627217465
8,0.8,0.09,0.04,0.04,24.62560280576
8,0.8,0.09,0.05,0,100
8,0.8,0.09,0.05,0.005,57.0056528228399
8,0.8,0.09,0.05,0.01,41.4177117594976
8,0.8,0.09,0.05,0.015,34.6910894937476
8,0.8,0.09,0.05,0.02,28.0540094120934
8,0.8,0.09,0.05,0.025,26.99041139713
8,0.8,0.09,0.05,0.03,24.0671558145925
8,0.8,0.09,0.05,0.035,22.589993272176
8,0.8,0.09,0.05,0.04,21.0423412690815
8,0.8,0.09,0.05,0.045,20.3939313684929
8,0.8,0.09,0.05,0.05,20.8966724155571
8,0.8,0.09,0.06,0,100
8,0.8,0.09,0.06,0.006,49.9150043409802
8,0.8,0.09,0.06,0.012,34.9643424323854
8,0.8,0.09,0.06,0.018,24.7489805412214
8,0.8,0.09,0.06,0.024,24.09066780577
8,0.8,0.09,0.06,0.03,22.7306283019972
8,0.8,0.09,0.06,0.036,18.433902846873
8,0.8,0.09,0.06,0.042,18.7291992445877
8,0.8,0.09,0.06,0.048,18.3289495555217
8,0.8,0.09,0.06,0.054,17.0005274727924
8,0.8,0.09,0.06,0.06,16.2528345661472
8,0.8,0.09,0.07,0,100
8,0.8,0.09,0.07,0.007,42.669504238992
8,0.8,0.09,0.07,0.014,28.120975984167
8,0.8,0.09,0.07,0.021,23.0394653969373
8,0.8,0.09,0.07,0.028,20.2977291202452
8,0.8,0.09,0.07,0.035,17.5657015708361
8,0.8,0.09,0.07,0.042,17.3719707202246
8,0.8,0.09,0.07,0.049,16.2770121502346
8,0.8,0.09,0.07,0.056,13.4098769593266
8,0.8,0.09,0.07,0.063,13.3173970810312
8,0.8,0.09,0.07,0.07,14.7033643582297
8,0.8,0.09,0.08,0,100
8,0.8,0.09,0.08,0.008,44.1394039504387
8,0.8,0.09,0.08,0.016,23.0543653181322
8,0.8,0.09,0.08,0.024,20.9294136116528
8,0.8,0.09,0.08,0.032,18.7232074918198
8,0.8,0.09,0.08,0.04,16.8793058313209
8,0.8,0.09,0.08,0.048,14.5951956843496
8,0.8,0.09,0.08,0.056,12.2753328000243
8,0.8,0.09,0.08,0.064,11.9634577648387
8,0.8,0.09,0.08,0.072,10.8038528019915
8,0.8,0.09,0.08,0.08,9.68936213194182
8,0.8,0.09,0.09,0,100
8,0.8,0.09,0.09,0.009,36.2154010742949
8,0.8,0.09,0.09,0.018,25.532315649792
8,0.8,0.09,0.09,0.027,16.0152655427974
8,0.8,0.09,0.09,0.036,15.4014653876654
8,0.8,0.09,0.09,0.045,12.3347284483384
8,0.8,0.09,0.09,0.054,12.1495751987974
8,0.8,0.09,0.09,0.063,10.1903600665684
8,0.8,0.09,0.09,0.072,10.4220161640703
8,0.8,0.09,0.09,0.081,10.0143462602967
8,0.8,0.09,0.09,0.09,10.4384628608486
8,0.8,0.09,0.1,0,100
8,0.8,0.09,0.1,0.01,36.3377429488832
8,0.8,0.09,0.1,0.02,19.9145128882142
8,0.8,0.09,0.1,0.03,13.3309022587655
8,0.8,0.09,0.1,0.04,13.1969996935961
8,0.8,0.09,0.1,0.05,10.8226659736944
8,0.8,0.09,0.1,0.06,10.6104145428796
8,0.8,0.09,0.1,0.07,10.1520548317957
8,0.8,0.09,0.1,0.08,9.05997756849166
8,0.8,0.09,0.1,0.09,8.66936254799466
8,0.8,0.09,0.1,0.1,8.13892433409168
8,0.8,0.095,0.01,0,100
8,0.8,0.095,0.01,0.001,88.251442947936
8,0.8,0.095,0.01,0.002,82.8581464581589
8,0.8,0.095,0.01,0.003,80.0645090579113
8,0.8,0.095,0.01,0.004,76.273444938961
8,0.8,0.095,0.01,0.005,73.3908420308792
8,0.8,0.095,0.01,0.006,70.1305151645533
8,0.8,0.095,0.01,0.007,68.0490682765451
8,0.8,0.095,0.01,0.008,67.3063377801543
8,0.8,0.095,0.01,0.009,67.4063372438717
8,0.8,0.095,0.01,0.01,64.1096996167385
8,0.8,0.095,0.02,0,100
8,0.8,0.095,0.02,0.002,82.8205106133082
8,0.8,0.095,0.02,0.004,70.6426639849906
8,0.8,0.095,0.02,0.006,60.6960641386956
8,0.8,0.095,0.02,0.008,55.945697515922
8,0.8,0.095,0.02,0.01,54.3507944608728
8,0.8,0.095,0.02,0.012,49.3386870239441
8,0.8,0.095,0.02,0.014,51.2463489951989
8,0.8,0.095,0.02,0.016,46.5230691408957
8,0.8,0.095,0.02,0.018,45.9893748616609
8,0.8,0.095,0.02,0.02,46.6033620482996
8,0.8,0.095,0.03,0,100
8,0.8,0.095,0.03,0.003,69.8373296776803
8,0.8,0.095,0.03,0.006,56.5421438310588
8,0.8,0.095,0.03,0.009,48.3953296899502
8,0.8,0.095,0.03,0.012,46.4095458652446
8,0.8,0.095,0.03,0.015,41.9243978539765
8,0.8,0.095,0.03,0.018,38.3849958704387
8,0.8,0.095,0.03,0.021,36.6143140545971
8,0.8,0.095,0.03,0.024,37.2717720092002
8,0.8,0.095,0.03,0.027,36.5265557977974
8,0.8,0.095,0.03,0.03,34.2014295535213
8,0.8,0.095,0.04,0,100
8,0.8,0.095,0.04,0.004,63.0539513782231
8,0.8,0.095,0.04,0.008,46.9646368815913
8,0.8,0.095,0.04,0.012,38.867211579566
8,0.8,0.095,0.04,0.016,36.8889969031204
8,0.8,0.095,0.04,0.02,30.9089211802423
8,0.8,0.095,0.04,0.024,31.2774844450037
8,0.8,0.095,0.04,0.028,27.752583132474
8,0.8,0.095,0.04,0.032,26.5143009610773
8,0.8,0.095,0.04,0.036,28.3484061870091
8,0.8,0.095,0.04,0.04,25.4104823062069
8,0.8,0.095,0.05,0,100
8,0.8,0.095,0.05,0.005,54.915270758189
8,0.8,0.095,0.05,0.01,44.1330111966869
8,0.8,0.095,0.05,0.015,35.0260437968536
8,0.8,0.095,0.05,0.02,27.7290303324365
8,0.8,0.095,0.05,0.025,27.1251593098618
8,0.8,0.095,0.05,0.03,25.9531446072886
8,0.8,0.095,0.05,0.035,21.0950074060414
8,0.8,0.095,0.05,0.04,22.3319035447146
8,0.8,0.095,0.05,0.045,21.4808641749448
8,0.8,0.095,0.05,0.05,21.3341097570791
8,0.8,0.095,0.06,0,100
8,0.8,0.095,0.06,0.006,50.2428805904777
8,0.8,0.095,0.06,0.012,33.7857496960451
8,0.8,0.095,0.06,0.018,28.8548167440341
8,0.8,0.095,0.06,0.024,26.8818056259637
8,0.8,0.095,0.06,0.03,22.2041386000065
8,0.8,0.095,0.06,0.036,22.8390571645291
8,0.8,0.095,0.06,0.042,18.9284476956245
8,0.8,0.095,0.06,0.048,17.7276444602827
8,0.8,0.095,0.06,0.054,16.7308763167263
8,0.8,0.095,0.06,0.06,16.972701027345
8,0.8,0.095,0.07,0,100
8,0.8,0.095,0.07,0.007,43.7223607873969
8,0.8,0.095,0.07,0.014,28.0577978804052
8,0.8,0.095,0.07,0.021,23.8442049427423
8,0.8,0.095,0.07,0.028,21.8309932798831
8,0.8,0.095,0.07,0.035,18.915329520906
8,0.8,0.095,0.07,0.042,17.0563272646682
8,0.8,0.095,0.07,0.049,15.8990104759542
8,0.8,0.095,0.07,0.056,15.7668731142022
8,0.8,0.095,0.07,0.063,14.3742896390393
8,0.8,0.095,0.07,0.07,14.224223088058
8,0.8,0.095,0.08,0,100
8,0.8,0.095,0.08,0.008,46.0702297516693
8,0.8,0.095,0.08,0.016,25.2936478784076
8,0.8,0.095,0.08,0.024,20.5504297435867
8,0.8,0.095,0.08,0.032,19.3225178117855
8,0.8,0.095,0.08,0.04,16.2814297416088
8,0.8,0.095,0.08,0.048,14.0744807476484
8,0.8,0.095,0.08,0.056,13.3912522386444
8,0.8,0.095,0.08,0.064,13.4633041384098
8,0.8,0.095,0.08,0.072,12.2602752548963
8,0.8,0.095,0.08,0.08,11.1232366369919
8,0.8,0.095,0.09,0,100
8,0.8,0.095,0.09,0.009,36.4222604738901
8,0.8,0.095,0.09,0.018,24.9987653937867
8,0.8,0.095,0.09,0.027,19.9756950138425
8,0.8,0.095,0.09,0.036,16.7664693551874
8,0.8,0.095,0.09,0.045,13.8655762178673
8,0.8,0.095,0.09,0.054,11.47878687506
8,0.8,0.095,0.09,0.063,12.7134056359479
8,0.8,0.095,0.09,0.072,10.811278620359
8,0.8,0.095,0.09,0.081,9.87504595037203
8,0.8,0.095,0.09,0.09,10.2512038579577
8,0.8,0.095,0.1,0,100
8,0.8,0.095,0.1,0.01,32.2022887405546
8,0.8,0.095,0.1,0.02,21.0657444655094
8,0.8,0.095,0.1,0.03,14.9156483591052
8,0.8,0.095,0.1,0.04,14.5767380124972
